# time  chi_mean_R8  chi_min_R8  chi_max_R8  lapse_mean_R8  lapse_min_R8  lapse_max_R8  K_mean_R8  K_min_R8  K_max_R8  chi_mean_R16  chi_min_R16  chi_max_R16  lapse_mean_R16  lapse_min_R16  lapse_max_R16  K_mean_R16  K_min_R16  K_max_R16
0.0000000000000000e+00  1.0000059169640303e+00  9.9264988579940716e-01  1.0073939637262326e+00  9.9999605289828719e-01  9.9594531167825118e-01  1.0040564874484976e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  1.0000027107027096e+00  9.9870720600541452e-01  1.0013012885579105e+00  9.9999723740770730e-01  9.9935576224323674e-01  1.0006386832137766e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
3.9999999999999600e+00  1.0000056328434717e+00  9.9265185188414973e-01  1.0074020642562045e+00  9.9999727321258158e-01  9.9596153087278494e-01  1.0040213978760437e+00  1.6660774674861710e-07  -1.0377550536543737e-05  8.9802587970844455e-06  1.0000026688173163e+00  9.9871124691258584e-01  1.0012960849566555e+00  9.9999734509064442e-01  9.9934829746152842e-01  1.0006485008177175e+00  -6.2276951503509064e-08  -8.4545306653429660e-06  7.1981661509790051e-06
7.9999999999998703e+00  1.0000058123411375e+00  9.9265836144512798e-01  1.0073782170487926e+00  9.9999581461464615e-01  9.9593366555708851e-01  1.0040722570283107e+00  -4.2933609331588825e-08  -1.4765032826223573e-05  9.7263386894324023e-06  1.0000022927729004e+00  9.9871083539847261e-01  1.0012967524016603e+00  9.9999835357166078e-01  9.9934458637124646e-01  1.0006531160580967e+00  -2.0777900831052892e-07  -5.3565903461056149e-06  4.4615719184890893e-06
1.1999999999999799e+01  1.0000036307160607e+00  9.9265039130564425e-01  1.0073762104699255e+00  1.0000004880508155e+00  9.9592254757137677e-01  1.0040532648154763e+00  -7.5407762456888188e-07  -9.1740582605622111e-06  1.3826892519183552e-05  1.0000025472139484e+00  9.9871604361360422e-01  1.0012935376111636e+00  9.9999802493522461e-01  9.9933050880862051e-01  1.0006614224850767e+00  2.2288764014085453e-07  -9.5733049311872168e-06  8.1146433594347884e-06
1.5999999999999700e+01  1.0000032642256955e+00  9.9262835727898568e-01  1.0073690293835058e+00  1.0000011887941322e+00  9.9591764541066918e-01  1.0040362101342317e+00  1.3288550864195571e-07  -7.2704961074325412e-06  1.3626665772806429e-05  1.0000024264049492e+00  9.9871284677454719e-01  1.0012976834927065e+00  9.9999793178071128e-01  9.9933270181939937e-01  1.0006552836463782e+00  -3.5009691444268151e-07  -7.3785090308807564e-06  4.6352633258128833e-06
2.0000000000000298e+01  1.0000034087575136e+00  9.9260777517193655e-01  1.0073577991487292e+00  9.9999928489237233e-01  9.9588783790711977e-01  1.0040211023110099e+00  2.6837077875863037e-07  -1.0475574293057590e-05  1.5671488192284974e-05  1.0000023464629049e+00  9.9870948937029114e-01  1.0012997643655333e+00  9.9999855689929684e-01  9.9934010649149663e-01  1.0006485672550232e+00  2.3495573943766111e-07  -9.0187717431248675e-07  2.1136637725665292e-06
2.4000000000000998e+01  1.0000038942538794e+00  9.9257739549056101e-01  1.0073428754793141e+00  9.9999618137680812e-01  9.9586648551889689e-01  1.0040061520982957e+00  3.2497781939889160e-07  -1.2400565202151340e-05  1.6942493913472426e-05  1.0000030262415316e+00  9.9870830209592154e-01  1.0013003649381058e+00  9.9999641760006219e-01  9.9934021787146721e-01  1.0006470349405496e+00  1.6124537515857298e-07  -1.0672528718877426e-06  2.1155767593528559e-06
2.8000000000001599e+01  1.0000031754430627e+00  9.9254076453144779e-01  1.0073268866233296e+00  9.9999612088868406e-01  9.9584022313093312e-01  1.0039839444196592e+00  -2.8805744419004173e-07  -1.4345817083896498e-05  2.0505997878317609e-05  1.0000028292227787e+00  9.9870438386913318e-01  1.0013022426211680e+00  9.9999648090273152e-01  9.9934567058704604e-01  1.0006411749733135e+00  -6.0549497417352428e-08  -1.0715773119843099e-06  2.2929622377891993e-06
3.2000000000002203e+01  1.0000012067707780e+00  9.9249813171337686e-01  1.0073054020465233e+00  1.0000004691636952e+00  9.9580760570850824e-01  1.0039597278810986e+00  -5.8794110172796916e-07  -1.5320710562091597e-05  1.8309884583367869e-05  1.0000024331058299e+00  9.9870227769884889e-01  1.0013020479925154e+00  9.9999723930373463e-01  9.9934599061963814e-01  1.0006393758348211e+00  -1.2273754716586509e-07  -1.7480090630887608e-06  2.5885509098340791e-06
3.6000000000001400e+01  9.9999964468073776e-01  9.9245096531084687e-01  1.0072776576088158e+00  1.0000046854654390e+00  9.9576420033606383e-01  1.0039417836280766e+00  -4.2813233419330076e-07  -1.7094751010220595e-05  1.8484028435626281e-05  1.0000017845101405e+00  9.9870116028728273e-01  1.0013038262683009e+00  9.9999861248417443e-01  9.9934190963949743e-01  1.0006306311975566e+00  -1.6024369912986781e-07  -1.8159506291953459e-06  1.3725221326366581e-06
4.0000000000000597e+01  9.9999889739122216e-01  9.9239748001496308e-01  1.0072467477882969e+00  1.0000071388572680e+00  9.9571671167513809e-01  1.0039210852908347e+00  -1.5191650344945029e-07  -1.8635725497063382e-05  2.0122740095142690e-05  1.0000012303533836e+00  9.9869956776088364e-01  1.0013012940226826e+00  9.9999970256339066e-01  9.9933700510011936e-01  1.0006335221303184e+00  -1.1134315782996805e-07  -1.9519253387549585e-06  1.6603317972066992e-06
4.3999999999999801e+01  9.9999886539354121e-01  9.9233868515438572e-01  1.0072133112287418e+00  1.0000078949857618e+00  9.9566335771642145e-01  1.0038929991394268e+00  -4.1283015896348729e-08  -2.0619106108693823e-05  2.1064725095028034e-05  1.0000007273936204e+00  9.9869660362676271e-01  1.0012976037080488e+00  1.0000005266104393e+00  9.9933451429602671e-01  1.0006388027825588e+00  -4.4343104771087347e-08  -1.6075616945218731e-06  1.7100032036513688e-06
4.7999999999998998e+01  9.9999894258111055e-01  9.9227474793613335e-01  1.0071761326707078e+00  1.0000087985587038e+00  9.9560475896194534e-01  1.0038604867850314e+00  -1.2066314254621580e-07  -2.0527731046425220e-05  2.0818257833172848e-05  1.0000004708925627e+00  9.9869304211632137e-01  1.0012962580174816e+00  1.0000005504398555e+00  9.9933356062192602e-01  1.0006354694760764e+00  4.1719729287364241e-08  -9.4467368124539790e-07  1.3680268919016275e-06
5.1999999999998202e+01  9.9999899582676166e-01  9.9220574944710893e-01  1.0071337927252693e+00  1.0000105594797817e+00  9.9553834257476637e-01  1.0038287112078179e+00  -2.0745469743702269e-07  -2.3033410226595333e-05  2.1854763520362594e-05  1.0000002376140944e+00  9.9869032416378434e-01  1.0012938824595634e+00  1.0000003005869171e+00  9.9932867984365970e-01  1.0006324078155602e+00  1.4920609192552826e-08  -1.1667223598299367e-06  1.5951599911076776e-06
5.5999999999997399e+01  9.9999913700335274e-01  9.9212957615055020e-01  1.0070897069596274e+00  1.0000129613955648e+00  9.9547054215205943e-01  1.0037900783728164e+00  -2.7571594572511917e-07  -2.5870601087972437e-05  2.3797540860736077e-05  9.9999977253035388e-01  9.9868664197955836e-01  1.0012900256374391e+00  1.0000005572634427e+00  9.9932559093252871e-01  1.0006314284034874e+00  -7.5426025554380471e-08  -1.5048376368988306e-06  1.5759898188822800e-06
5.9999999999996597e+01  9.9999953506269756e-01  9.9204912529896316e-01  1.0070400343806594e+00  1.0000155597710352e+00  9.9539581092511675e-01  1.0037510309459425e+00  -3.1621094273199235e-07  -2.5741760228983613e-05  2.1969646042355933e-05  9.9999920568255396e-01  9.9867967052108664e-01  1.0012901217697936e+00  1.0000011313804831e+00  9.9932780591162607e-01  1.0006214670889213e+00  -5.5444506875951194e-08  -2.1211367791862050e-06  2.5425892537461055e-06
6.3999999999995801e+01  1.0000000331249614e+00  9.9196324260911994e-01  1.0069877024641360e+00  1.0000187804295155e+00  9.9531516278337362e-01  1.0037065215842684e+00  -3.4552258395341355e-07  -2.5616283309453947e-05  2.1017622605594646e-05  9.9999865443720726e-01  9.9867442940048767e-01  1.0012878966372118e+00  1.0000015663982638e+00  9.9932621229346219e-01  1.0006135040394275e+00  -7.1153847895687318e-08  -1.9823456867213498e-06  2.0082921698387525e-06
6.7999999999997897e+01  1.0000010630108220e+00  9.9187399161879530e-01  1.0069299367953763e+00  1.0000215506606933e+00  9.9522641352818775e-01  1.0036612970240082e+00  -2.8906776415036092e-07  -2.5470541553052407e-05  2.0829085058701873e-05  9.9999807545446662e-01  9.9867010049448557e-01  1.0012819127526276e+00  1.0000020532019080e+00  9.9932125456435505e-01  1.0006134295397664e+00  -3.5722602749156736e-08  -1.8446433773860810e-06  2.0726865069560618e-06
7.1999999999999901e+01  1.0000026380417308e+00  9.9177988009217755e-01  1.0068673425884338e+00  1.0000237292363909e+00  9.9512956433763888e-01  1.0036183142076884e+00  -2.7807216453292265e-07  -2.7233712212217806e-05  2.0870328605968193e-05  9.9999757759254093e-01  9.9866349430692325e-01  1.0012777758142362e+00  1.0000022260233972e+00  9.9931932252448230e-01  1.0006089212954439e+00  -3.8745026285412082e-08  -1.7415736003318096e-06  2.4557365208817439e-06
7.6000000000002004e+01  1.0000043586150356e+00  9.9168292083287346e-01  1.0068023731883804e+00  1.0000263850808144e+00  9.9502489537174610e-01  1.0035695425857383e+00  -4.8805010598835636e-07  -2.8048937916092200e-05  2.2689054678331449e-05  9.9999693467261452e-01  9.9865908365163458e-01  1.0012712109846424e+00  1.0000027563623501e+00  9.9931030456010317e-01  1.0006089900020763e+00  -3.8798768036402665e-08  -1.8544997973587551e-06  1.5037230674296895e-06
8.0000000000003993e+01  1.0000060444896439e+00  9.9158182571358877e-01  1.0067327080636594e+00  1.0000303958485883e+00  9.9491362025057573e-01  1.0035208349490634e+00  -5.8924782230147729e-07  -2.6818087275393824e-05  2.1506986606346625e-05  9.9999628097661208e-01  9.9865142538203411e-01  1.0012658971169615e+00  1.0000032976623492e+00  9.9930798623781569e-01  1.0006055036735486e+00  -4.0308752061864620e-08  -1.3260413276665287e-06  1.4105512024574760e-06
