#   time = 90.030000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.8087006708e-05    1.0319218581e-04
   0.0000000   0.2617994   -1.8087006708e-05    1.0319218581e-04
   0.0000000   0.5235988   -1.8087006708e-05    1.0319218581e-04
   0.0000000   0.7853982   -1.8087006708e-05    1.0319218581e-04
   0.0000000   1.0471976   -1.8087006708e-05    1.0319218581e-04
   0.0000000   1.3089969   -1.8087006708e-05    1.0319218581e-04
   0.0000000   1.5707963   -1.8087006708e-05    1.0319218581e-04
   0.0000000   1.8325957   -1.8087006708e-05    1.0319218581e-04
   0.0000000   2.0943951   -1.8087006708e-05    1.0319218581e-04
   0.0000000   2.3561945   -1.8087006708e-05    1.0319218581e-04
   0.0000000   2.6179939   -1.8087006708e-05    1.0319218581e-04
   0.0000000   2.8797933   -1.8087006708e-05    1.0319218581e-04
   0.0000000   3.1415927   -1.8087006708e-05    1.0319218581e-04
   0.0000000   3.4033920   -1.8087006708e-05    1.0319218581e-04
   0.0000000   3.6651914   -1.8087006708e-05    1.0319218581e-04
   0.0000000   3.9269908   -1.8087006708e-05    1.0319218581e-04
   0.0000000   4.1887902   -1.8087006708e-05    1.0319218581e-04
   0.0000000   4.4505896   -1.8087006708e-05    1.0319218581e-04
   0.0000000   4.7123890   -1.8087006708e-05    1.0319218581e-04
   0.0000000   4.9741884   -1.8087006708e-05    1.0319218581e-04
   0.0000000   5.2359878   -1.8087006708e-05    1.0319218581e-04
   0.0000000   5.4977871   -1.8087006708e-05    1.0319218581e-04
   0.0000000   5.7595865   -1.8087006708e-05    1.0319218581e-04
   0.0000000   6.0213859   -1.8087006708e-05    1.0319218581e-04
   0.0872665   0.0000000    8.0703182279e-04    3.1152265836e-04
   0.0872665   0.2617994    5.2201248603e-04    6.8602537952e-04
   0.0872665   0.5235988    5.6194338728e-05    7.9418984990e-04
   0.0872665   0.7853982   -3.0322191968e-04    5.8958769890e-04
   0.0872665   1.0471976   -7.6311953800e-04    6.4603191768e-04
