#   time = 90.090000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -9.5811969288e-06    6.4414536127e-05
   0.0000000   0.2617994   -9.5811969288e-06    6.4414536127e-05
   0.0000000   0.5235988   -9.5811969288e-06    6.4414536127e-05
   0.0000000   0.7853982   -9.5811969288e-06    6.4414536127e-05
   0.0000000   1.0471976   -9.5811969288e-06    6.4414536127e-05
   0.0000000   1.3089969   -9.5811969288e-06    6.4414536127e-05
   0.0000000   1.5707963   -9.5811969288e-06    6.4414536127e-05
   0.0000000   1.8325957   -9.5811969288e-06    6.4414536127e-05
   0.0000000   2.0943951   -9.5811969288e-06    6.4414536127e-05
   0.0000000   2.3561945   -9.5811969288e-06    6.4414536127e-05
   0.0000000   2.6179939   -9.5811969288e-06    6.4414536127e-05
   0.0000000   2.8797933   -9.5811969288e-06    6.4414536127e-05
   0.0000000   3.1415927   -9.5811969288e-06    6.4414536127e-05
   0.0000000   3.4033920   -9.5811969288e-06    6.4414536127e-05
   0.0000000   3.6651914   -9.5811969288e-06    6.4414536127e-05
   0.0000000   3.9269908   -9.5811969288e-06    6.4414536127e-05
   0.0000000   4.1887902   -9.5811969288e-06    6.4414536127e-05
   0.0000000   4.4505896   -9.5811969288e-06    6.4414536127e-05
   0.0000000   4.7123890   -9.5811969288e-06    6.4414536127e-05
   0.0000000   4.9741884   -9.5811969288e-06    6.4414536127e-05
   0.0000000   5.2359878   -9.5811969288e-06    6.4414536127e-05
   0.0000000   5.4977871   -9.5811969288e-06    6.4414536127e-05
   0.0000000   5.7595865   -9.5811969288e-06    6.4414536127e-05
   0.0000000   6.0213859   -9.5811969288e-06    6.4414536127e-05
   0.0872665   0.0000000    8.2545075097e-04    3.6514351846e-04
   0.0872665   0.2617994    4.6338331742e-04    6.5758037510e-04
   0.0872665   0.5235988    7.0638640954e-05    8.0351151937e-04
   0.0872665   0.7853982   -3.3357445828e-04    6.0511063315e-04
   0.0872665   1.0471976   -7.5207301000e-04    6.1785904914e-04
   0.0872665   1.3089969   -8.9588766728e-04    1.7020736600e-04
   0.0872665   1.5707963   -7.8353183674e-04   -3.4792965545e-04
   0.0872665   1.8325957   -5.0393648374e-04   -7.3583968606e-04
   0.0872665   2.0943951   -1.4145840300e-04   -9.2294671119e-04
   0.0872665   2.3561945    3.2315784271e-04   -8.9222875823e-04
   0.0872665   2.6179939    5.7107687561e-04   -4.0933728700e-04
   0.0872665   2.8797933    7.1447925680e-04   -5.1244667412e-05
   0.0872665   3.1415927    8.3361588145e-04    3.4410494872e-04
   0.0872665   3.4033920    4.6325371999e-04    6.5772589669e-04
   0.0872665   3.6651914    7.0097365955e-05    8.0304602154e-04
   0.0872665   3.9269908   -3.3349147935e-04    6.0474481524e-04
   0.0872665   4.1887902   -7.5211086809e-04    6.1754057063e-04
   0.0872665   4.4505896   -8.9769640064e-04    1.7146619582e-04
   0.0872665   4.7123890   -7.8113435350e-04   -3.5035422152e-04
   0.0872665   4.9741884   -5.0614867430e-04   -7.3753355120e-04
   0.0872665   5.2359878   -1.4155348043e-04   -9.2273890642e-04
   0.0872665   5.4977871    3.2319528177e-04   -8.9284780224e-04
   0.0872665   5.7595865    5.7040402724e-04   -4.0848824105e-04
   0.0872665   6.0213859    7.1378078816e-04   -5.0647106804e-05
   0.1745329   0.0000000    7.8955513822e-04    3.1292531359e-04
   0.1745329   0.2617994    5.6100834970e-04    6.8399879277e-04
   0.1745329   0.5235988    7.0973587613e-05    8.2019506526e-04
   0.1745329   0.7853982   -3.6712315185e-04    7.6363095414e-04
   0.1745329   1.0471976   -7.4021665546e-04    5.9848986530e-04
   0.1745329   1.3089969   -8.9828108752e-04    8.6263587925e-05
   0.1745329   1.5707963   -7.7396599124e-04   -3.4503777804e-04
   0.1745329   1.8325957   -5.5444874237e-04   -6.2930063955e-04
   0.1745329   2.0943951   -1.1342100343e-04   -8.6134314047e-04
   0.1745329   2.3561945    2.7364130008e-04   -6.4555698486e-04
   0.1745329   2.6179939    6.4760557767e-04   -5.1764557216e-04
   0.1745329   2.8797933    9.3851518446e-04   -2.0932907125e-04
   0.1745329   3.1415927    7.6803324190e-04    3.1495091462e-04
   0.1745329   3.4033920    5.6208744689e-04    6.8460797391e-04
   0.1745329   3.6651914    7.0750861956e-05    8.2014256824e-04
   0.1745329   3.9269908   -3.6714994691e-04    7.6546386728e-04
   0.1745329   4.1887902   -7.3978771019e-04    5.9765377279e-04
   0.1745329   4.4505896   -8.9989701646e-04    8.7217992196e-05
   0.1745329   4.7123890   -7.9329378917e-04   -3.5414891398e-04
   0.1745329   4.9741884   -5.5503812007e-04   -6.2976130849e-04
   0.1745329   5.2359878   -1.1431469411e-04   -8.6280881489e-04
   0.1745329   5.4977871    2.7351747490e-04   -6.4542342092e-04
   0.1745329   5.7595865    6.4766348841e-04   -5.1797735637e-04
   0.1745329   6.0213859    9.3763995348e-04   -2.0868845725e-04
   0.2617994   0.0000000    7.4535555730e-04    2.6391929301e-04
   0.2617994   0.2617994    3.9846877633e-04    5.9212697801e-04
   0.2617994   0.5235988    1.6376135918e-04    9.7296938350e-04
   0.2617994   0.7853982   -3.0569122050e-04    7.6093418326e-04
   0.2617994   1.0471976   -7.1048544618e-04    4.7696038765e-04
   0.2617994   1.3089969   -8.7416693757e-04    1.0580583642e-04
   0.2617994   1.5707963   -8.7150840805e-04   -3.3637976931e-04
   0.2617994   1.8325957   -4.8833480889e-04   -6.2125219551e-04
   0.2617994   2.0943951   -1.3549524080e-04   -7.5198692380e-04
   0.2617994   2.3561945    2.6221105574e-04   -6.8410966451e-04
   0.2617994   2.6179939    5.8898469628e-04   -6.2700499440e-04
   0.2617994   2.8797933    7.1179772956e-04   -1.6210202210e-04
   0.2617994   3.1415927    7.7402777823e-04    2.6326817271e-04
   0.2617994   3.4033920    3.8570108405e-04    5.9477534844e-04
   0.2617994   3.6651914    1.6372211370e-04    9.7199714694e-04
   0.2617994   3.9269908   -3.0542052497e-04    7.6141101463e-04
   0.2617994   4.1887902   -7.1063034356e-04    4.7669058521e-04
   0.2617994   4.4505896   -8.8294251868e-04    1.0946096121e-04
   0.2617994   4.7123890   -8.6957136149e-04   -3.4297041451e-04
   0.2617994   4.9741884   -4.8063647992e-04   -6.0675095593e-04
   0.2617994   5.2359878   -1.3658765474e-04   -7.5388759792e-04
   0.2617994   5.4977871    2.6232595100e-04   -6.8246557946e-04
   0.2617994   5.7595865    5.8951511422e-04   -6.2835402906e-04
   0.2617994   6.0213859    7.0367679438e-04   -1.4908774925e-04
   0.3490659   0.0000000    6.1622051310e-04    2.0611746946e-04
   0.3490659   0.2617994    3.7179245264e-04    5.4321946010e-04
   0.3490659   0.5235988    1.0985849604e-04    8.1383802628e-04
   0.3490659   0.7853982   -3.8320313442e-04    8.0257440976e-04
   0.3490659   1.0471976   -7.4603258796e-04    5.6458029473e-04
   0.3490659   1.3089969   -8.5821077945e-04    9.2816102088e-05
   0.3490659   1.5707963   -7.2993221490e-04   -3.0231822090e-04
   0.3490659   1.8325957   -5.2931764190e-04   -5.6070392929e-04
   0.3490659   2.0943951   -2.9971137303e-04   -8.1179436657e-04
   0.3490659   2.3561945    1.2767610560e-04   -6.0948382514e-04
   0.3490659   2.6179939    4.0823456825e-04   -4.0120328531e-04
   0.3490659   2.8797933    6.1892765733e-04   -1.2409461070e-04
   0.3490659   3.1415927    6.3234798766e-04    2.1043612467e-04
   0.3490659   3.4033920    3.6969878097e-04    5.4239676617e-04
   0.3490659   3.6651914    1.1099823904e-04    8.1431500537e-04
   0.3490659   3.9269908   -3.8308802321e-04    8.0315038321e-04
   0.3490659   4.1887902   -7.4651067418e-04    5.6533720528e-04
   0.3490659   4.4505896   -8.5767556750e-04    9.2220477324e-05
   0.3490659   4.7123890   -7.3177911432e-04   -3.0122979291e-04
   0.3490659   4.9741884   -5.2871548835e-04   -5.6028263168e-04
   0.3490659   5.2359878   -3.0091442317e-04   -8.1273963950e-04
   0.3490659   5.4977871    1.2752741880e-04   -6.0717211440e-04
   0.3490659   5.7595865    4.0844712576e-04   -4.0173196767e-04
   0.3490659   6.0213859    6.1850521616e-04   -1.2358548975e-04
   0.4363323   0.0000000    7.4385909961e-04    1.7375559887e-04
   0.4363323   0.2617994    6.3421628191e-04    7.1856205568e-04
   0.4363323   0.5235988    8.8028296029e-05    9.5776473992e-04
   0.4363323   0.7853982   -4.3480372231e-04    8.2928175548e-04
   0.4363323   1.0471976   -8.4588922530e-04    6.7055691937e-04
   0.4363323   1.3089969   -1.0084683102e-03    1.8107913972e-04
   0.4363323   1.5707963   -7.9904675965e-04   -2.3544084097e-04
   0.4363323   1.8325957   -5.9331737064e-04   -5.1700003285e-04
   0.4363323   2.0943951   -3.1273507832e-04   -6.7565073487e-04
   0.4363323   2.3561945    3.9418615448e-06   -6.0110975126e-04
   0.4363323   2.6179939    3.8415982761e-04   -5.8690300784e-04
   0.4363323   2.8797933    6.5053247913e-04   -2.2630176057e-04
   0.4363323   3.1415927    8.0317995925e-04    1.7271000198e-04
   0.4363323   3.4033920    6.3381112222e-04    7.1886365647e-04
   0.4363323   3.6651914    8.8930991498e-05    9.5751355861e-04
   0.4363323   3.9269908   -4.3490884009e-04    8.2789708304e-04
   0.4363323   4.1887902   -8.4707699833e-04    6.7273584383e-04
   0.4363323   4.4505896   -1.0090752598e-03    1.8162433330e-04
   0.4363323   4.7123890   -8.2376181214e-04   -2.3279340445e-04
   0.4363323   4.9741884   -5.9501311369e-04   -5.1808620465e-04
   0.4363323   5.2359878   -3.1145203762e-04   -6.7329945677e-04
   0.4363323   5.4977871    3.7203007070e-06   -6.0021904347e-04
   0.4363323   5.7595865    3.8510926632e-04   -5.8750744093e-04
   0.4363323   6.0213859    6.4954006114e-04   -2.2535072980e-04
   0.5235988   0.0000000    6.5240969174e-04    4.7665164698e-05
   0.5235988   0.2617994    4.2052711066e-04    3.9865904656e-04
   0.5235988   0.5235988    1.8963884814e-04    9.7034909284e-04
   0.5235988   0.7853982   -3.8244577503e-04    7.7959784219e-04
   0.5235988   1.0471976   -7.2154349859e-04    4.1981978348e-04
   0.5235988   1.3089969   -8.4924702526e-04    4.6344812323e-05
   0.5235988   1.5707963   -7.1565716362e-04   -2.9072523316e-04
   0.5235988   1.8325957   -5.3515349500e-04   -5.2964047667e-04
   0.5235988   2.0943951   -1.9192557433e-04   -5.5881927033e-04
   0.5235988   2.3561945    4.6356992994e-05   -6.2159552171e-04
   0.5235988   2.6179939    2.9701215708e-04   -5.6927360916e-04
   0.5235988   2.8797933    5.7919444354e-04   -2.4373890294e-04
   0.5235988   3.1415927    6.9307032242e-04    4.5947217207e-05
   0.5235988   3.4033920    4.1996266975e-04    3.9753892950e-04
   0.5235988   3.6651914    2.0601090543e-04    1.0030893515e-03
   0.5235988   3.9269908   -3.8273494396e-04    7.7896688217e-04
   0.5235988   4.1887902   -7.2165041310e-04    4.1943113976e-04
   0.5235988   4.4505896   -8.4949201757e-04    4.6543695338e-05
   0.5235988   4.7123890   -7.1094328812e-04   -2.9347965600e-04
   0.5235988   4.9741884   -5.3576789482e-04   -5.3018014741e-04
   0.5235988   5.2359878   -1.9211103062e-04   -5.5924585869e-04
   0.5235988   5.4977871    4.6604060614e-05   -6.1906203794e-04
   0.5235988   5.7595865    2.9776624670e-04   -5.6862298490e-04
   0.5235988   6.0213859    5.8044426732e-04   -2.4415550166e-04
   0.6108652   0.0000000    5.6300892418e-04    3.5829855103e-05
   0.6108652   0.2617994    5.7253743794e-04    4.9188682795e-04
   0.6108652   0.5235988    1.6663252455e-04    8.3583125111e-04
   0.6108652   0.7853982   -4.3743677806e-04    6.9983233475e-04
   0.6108652   1.0471976   -7.1360982251e-04    3.6776833783e-04
   0.6108652   1.3089969   -7.7580540394e-04    1.4579202082e-05
   0.6108652   1.5707963   -8.1800589509e-04   -2.8475421449e-04
   0.6108652   1.8325957   -4.8933014062e-04   -5.0057474718e-04
   0.6108652   2.0943951   -2.4705056188e-04   -5.7312406917e-04
   0.6108652   2.3561945   -3.1092091473e-05   -4.5514202368e-04
   0.6108652   2.6179939    2.3223745868e-04   -4.4224754152e-04
   0.6108652   2.8797933    5.4459698057e-04   -3.3277068374e-04
   0.6108652   3.1415927    5.6648395083e-04    3.2327369851e-05
   0.6108652   3.4033920    5.7193618789e-04    4.9171316965e-04
   0.6108652   3.6651914    1.6543768629e-04    8.3599902264e-04
   0.6108652   3.9269908   -4.3754715209e-04    7.0105948293e-04
   0.6108652   4.1887902   -7.1110634239e-04    3.6438928364e-04
   0.6108652   4.4505896   -7.7564655968e-04    1.3653978229e-05
   0.6108652   4.7123890   -8.0664175835e-04   -2.9016277543e-04
   0.6108652   4.9741884   -4.9158814423e-04   -5.0147979606e-04
   0.6108652   5.2359878   -2.4684472619e-04   -5.7279852141e-04
   0.6108652   5.4977871   -3.1083006889e-05   -4.5100912943e-04
   0.6108652   5.7595865    2.3095184809e-04   -4.3989743995e-04
   0.6108652   6.0213859    5.4488343827e-04   -3.3232193218e-04
   0.6981317   0.0000000    5.7155354471e-04    2.9161646899e-05
   0.6981317   0.2617994    5.1992181170e-04    4.2609440050e-04
   0.6981317   0.5235988    1.3809887302e-04    7.1347104481e-04
   0.6981317   0.7853982   -4.0898366822e-04    7.9949258459e-04
   0.6981317   1.0471976   -8.3805821596e-04    4.8052102661e-04
   0.6981317   1.3089969   -7.1996210336e-04   -3.2618254939e-05
   0.6981317   1.5707963   -7.6775838084e-04   -1.9784391105e-04
   0.6981317   1.8325957   -5.3867068683e-04   -4.2681314275e-04
   0.6981317   2.0943951   -2.2338702884e-04   -4.2644010030e-04
   0.6981317   2.3561945   -2.8417513612e-05   -5.6048119746e-04
   0.6981317   2.6179939    5.3125452397e-05   -3.6764256058e-04
   0.6981317   2.8797933    4.4105024059e-04   -2.7010381704e-04
   0.6981317   3.1415927    5.4670474611e-04    1.6918356862e-05
   0.6981317   3.4033920    5.2039386428e-04    4.2633754089e-04
   0.6981317   3.6651914    1.3634320712e-04    7.1206349297e-04
   0.6981317   3.9269908   -4.1007395854e-04    7.9509882520e-04
   0.6981317   4.1887902   -8.3539189908e-04    4.7515679854e-04
   0.6981317   4.4505896   -7.1602843781e-04   -3.7028171230e-05
