#   time = 90.080000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.1300375158e-05    7.2696381274e-05
   0.0000000   0.2617994   -1.1300375158e-05    7.2696381274e-05
   0.0000000   0.5235988   -1.1300375158e-05    7.2696381274e-05
   0.0000000   0.7853982   -1.1300375158e-05    7.2696381274e-05
   0.0000000   1.0471976   -1.1300375158e-05    7.2696381274e-05
   0.0000000   1.3089969   -1.1300375158e-05    7.2696381274e-05
   0.0000000   1.5707963   -1.1300375158e-05    7.2696381274e-05
   0.0000000   1.8325957   -1.1300375158e-05    7.2696381274e-05
   0.0000000   2.0943951   -1.1300375158e-05    7.2696381274e-05
   0.0000000   2.3561945   -1.1300375158e-05    7.2696381274e-05
   0.0000000   2.6179939   -1.1300375158e-05    7.2696381274e-05
   0.0000000   2.8797933   -1.1300375158e-05    7.2696381274e-05
   0.0000000   3.1415927   -1.1300375158e-05    7.2696381274e-05
   0.0000000   3.4033920   -1.1300375158e-05    7.2696381274e-05
   0.0000000   3.6651914   -1.1300375158e-05    7.2696381274e-05
   0.0000000   3.9269908   -1.1300375158e-05    7.2696381274e-05
   0.0000000   4.1887902   -1.1300375158e-05    7.2696381274e-05
   0.0000000   4.4505896   -1.1300375158e-05    7.2696381274e-05
   0.0000000   4.7123890   -1.1300375158e-05    7.2696381274e-05
   0.0000000   4.9741884   -1.1300375158e-05    7.2696381274e-05
   0.0000000   5.2359878   -1.1300375158e-05    7.2696381274e-05
   0.0000000   5.4977871   -1.1300375158e-05    7.2696381274e-05
   0.0000000   5.7595865   -1.1300375158e-05    7.2696381274e-05
   0.0000000   6.0213859   -1.1300375158e-05    7.2696381274e-05
   0.0872665   0.0000000    8.2361738679e-04    3.5662610831e-04
   0.0872665   0.2617994    4.7206937324e-04    6.6178401882e-04
   0.0872665   0.5235988    6.7476709050e-05    8.0065932930e-04
   0.0872665   0.7853982   -3.2790720551e-04    5.9673849368e-04
   0.0872665   1.0471976   -7.5580469231e-04    6.2566792754e-04
   0.0872665   1.3089969   -8.8512538386e-04    1.5793534420e-04
   0.0872665   1.5707963   -8.0190761456e-04   -3.4445792723e-04
   0.0872665   1.8325957   -5.0603999250e-04   -7.3654261859e-04
   0.0872665   2.0943951   -1.5156813304e-04   -9.3495658116e-04
   0.0872665   2.3561945    3.2491022214e-04   -8.8847451083e-04
   0.0872665   2.6179939    5.6853961911e-04   -4.0165943873e-04
   0.0872665   2.8797933    7.2152353787e-04   -5.3124797357e-05
   0.0872665   3.1415927    8.3895159295e-04    3.3661261247e-04
   0.0872665   3.4033920    4.7189843378e-04    6.6188608214e-04
   0.0872665   3.6651914    6.7008592604e-05    8.0033165298e-04
   0.0872665   3.9269908   -3.2783911233e-04    5.9643777735e-04
   0.0872665   4.1887902   -7.5575413286e-04    6.2520538224e-04
   0.0872665   4.4505896   -8.8699216813e-04    1.5924230127e-04
   0.0872665   4.7123890   -7.9789276879e-04   -3.5002584363e-04
   0.0872665   4.9741884   -5.0824132163e-04   -7.3820456255e-04
   0.0872665   5.2359878   -1.5169428524e-04   -9.3475541992e-04
   0.0872665   5.4977871    3.2495224082e-04   -8.8903562855e-04
   0.0872665   5.7595865    5.6792370860e-04   -4.0092389947e-04
   0.0872665   6.0213859    7.2074133146e-04   -5.2486788938e-05
   0.1745329   0.0000000    7.8223797622e-04    3.1403675147e-04
   0.1745329   0.2617994    5.5214149888e-04    6.7411446233e-04
   0.1745329   0.5235988    7.1864377267e-05    8.2697214758e-04
   0.1745329   0.7853982   -3.6773647196e-04    7.5102523967e-04
   0.1745329   1.0471976   -7.3021618265e-04    5.8747893169e-04
   0.1745329   1.3089969   -9.1037337071e-04    9.1087720800e-05
   0.1745329   1.5707963   -7.9560893481e-04   -3.4361564068e-04
   0.1745329   1.8325957   -5.7615382054e-04   -6.3671339886e-04
   0.1745329   2.0943951   -1.1570180501e-04   -8.6369985167e-04
   0.1745329   2.3561945    2.6978138175e-04   -6.4116222256e-04
   0.1745329   2.6179939    6.5243688769e-04   -5.3135604061e-04
   0.1745329   2.8797933    9.2763466695e-04   -2.0461863985e-04
   0.1745329   3.1415927    7.6434330187e-04    3.1642478758e-04
   0.1745329   3.4033920    5.5325245202e-04    6.7475587558e-04
   0.1745329   3.6651914    7.1745023583e-05    8.2709231806e-04
   0.1745329   3.9269908   -3.6775879214e-04    7.5271535133e-04
   0.1745329   4.1887902   -7.2969199183e-04    5.8646933241e-04
   0.1745329   4.4505896   -9.1219379902e-04    9.2175701391e-05
   0.1745329   4.7123890   -8.1837018168e-04   -3.5481721850e-04
   0.1745329   4.9741884   -5.7685338830e-04   -6.3723827007e-04
   0.1745329   5.2359878   -1.1660339914e-04   -8.6518279706e-04
   0.1745329   5.4977871    2.6966596092e-04   -6.4131704699e-04
