#   time = 90.010000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.9619460768e-05    1.0873740949e-04
   0.0000000   0.2617994   -1.9619460768e-05    1.0873740949e-04
   0.0000000   0.5235988   -1.9619460768e-05    1.0873740949e-04
   0.0000000   0.7853982   -1.9619460768e-05    1.0873740949e-04
   0.0000000   1.0471976   -1.9619460768e-05    1.0873740949e-04
   0.0000000   1.3089969   -1.9619460768e-05    1.0873740949e-04
   0.0000000   1.5707963   -1.9619460768e-05    1.0873740949e-04
   0.0000000   1.8325957   -1.9619460768e-05    1.0873740949e-04
   0.0000000   2.0943951   -1.9619460768e-05    1.0873740949e-04
   0.0000000   2.3561945   -1.9619460768e-05    1.0873740949e-04
   0.0000000   2.6179939   -1.9619460768e-05    1.0873740949e-04
   0.0000000   2.8797933   -1.9619460768e-05    1.0873740949e-04
   0.0000000   3.1415927   -1.9619460768e-05    1.0873740949e-04
   0.0000000   3.4033920   -1.9619460768e-05    1.0873740949e-04
   0.0000000   3.6651914   -1.9619460768e-05    1.0873740949e-04
   0.0000000   3.9269908   -1.9619460768e-05    1.0873740949e-04
   0.0000000   4.1887902   -1.9619460768e-05    1.0873740949e-04
   0.0000000   4.4505896   -1.9619460768e-05    1.0873740949e-04
   0.0000000   4.7123890   -1.9619460768e-05    1.0873740949e-04
   0.0000000   4.9741884   -1.9619460768e-05    1.0873740949e-04
   0.0000000   5.2359878   -1.9619460768e-05    1.0873740949e-04
   0.0000000   5.4977871   -1.9619460768e-05    1.0873740949e-04
   0.0000000   5.7595865   -1.9619460768e-05    1.0873740949e-04
   0.0000000   6.0213859   -1.9619460768e-05    1.0873740949e-04
   0.0872665   0.0000000    7.9807171641e-04    2.9421012328e-04
   0.0872665   0.2617994    5.4314543748e-04    6.9585456124e-04
   0.0872665   0.5235988    5.4719967532e-05    7.9554081033e-04
   0.0872665   0.7853982   -2.9580618117e-04    6.0314488713e-04
   0.0872665   1.0471976   -7.6038079085e-04    6.4501788904e-04
   0.0872665   1.3089969   -8.1065887130e-04    6.3098640300e-05
   0.0872665   1.5707963   -9.1517548135e-04   -3.2217603762e-04
   0.0872665   1.8325957   -5.1588116340e-04   -7.2256580803e-04
   0.0872665   2.0943951   -1.9985225558e-04   -9.8440918000e-04
   0.0872665   2.3561945    3.3844940636e-04   -8.2716532501e-04
   0.0872665   2.6179939    5.8629074947e-04   -3.8794515024e-04
   0.0872665   2.8797933    8.0327401240e-04   -8.0653609578e-05
   0.0872665   3.1415927    8.5233543758e-04    2.8732883418e-04
   0.0872665   3.4033920    5.4282796937e-04    6.9570081367e-04
   0.0872665   3.6651914    5.4906400491e-05    7.9630844395e-04
   0.0872665   3.9269908   -2.9589137969e-04    6.0345957439e-04
   0.0872665   4.1887902   -7.5986238796e-04    6.4385860064e-04
   0.0872665   4.4505896   -8.1219586229e-04    6.4189947722e-05
   0.0872665   4.7123890   -9.0154109902e-04   -3.4660256308e-04
   0.0872665   4.9741884   -5.1736246101e-04   -7.2356836016e-04
   0.0872665   5.2359878   -2.0012610418e-04   -9.8429963394e-04
   0.0872665   5.4977871    3.3850671648e-04   -8.2716467194e-04
   0.0872665   5.7595865    5.8622786782e-04   -3.8811808954e-04
   0.0872665   6.0213859    8.0225693471e-04   -7.9987540569e-05
   0.1745329   0.0000000    7.3930418570e-04    3.1834655603e-04
   0.1745329   0.2617994    4.8373287551e-04    6.0634105145e-04
   0.1745329   0.5235988    8.9149417341e-05    8.7926209375e-04
   0.1745329   0.7853982   -3.6460038771e-04    6.8362837604e-04
   0.1745329   1.0471976   -6.5619381409e-04    4.9224336261e-04
   0.1745329   1.3089969   -9.7128505644e-04    1.2371062329e-04
   0.1745329   1.5707963   -9.3180170274e-04   -3.3072727014e-04
   0.1745329   1.8325957   -6.9077415789e-04   -6.9125007550e-04
   0.1745329   2.0943951   -1.3043907503e-04   -8.6303450089e-04
   0.1745329   2.3561945    2.5180859363e-04   -6.4831929019e-04
   0.1745329   2.6179939    6.7711312889e-04   -6.1613408078e-04
   0.1745329   2.8797933    8.2632305924e-04   -1.5716228335e-04
   0.1745329   3.1415927    7.4990320859e-04    3.2250393838e-04
   0.1745329   3.4033920    4.8456149616e-04    6.0696013686e-04
   0.1745329   3.6651914    8.9657029933e-05    8.8033941755e-04
   0.1745329   3.9269908   -3.6457122353e-04    6.8382328059e-04
   0.1745329   4.1887902   -6.5518831805e-04    4.9033951314e-04
   0.1745329   4.4505896   -9.7375790395e-04    1.2528099692e-04
   0.1745329   4.7123890   -9.6865541650e-04   -3.5170956811e-04
   0.1745329   4.9741884   -6.9205533706e-04   -6.9208700860e-04
   0.1745329   5.2359878   -1.3106468071e-04   -8.6409083340e-04
   0.1745329   5.4977871    2.5181017159e-04   -6.5011026999e-04
   0.1745329   5.7595865    6.7787797356e-04   -6.1753277926e-04
   0.1745329   6.0213859    8.2401304145e-04   -1.5565766761e-04
   0.2617994   0.0000000    7.1706742507e-04    2.5674379470e-04
   0.2617994   0.2617994    4.4423830270e-04    5.7669449342e-04
   0.2617994   0.5235988    1.2882464021e-04    8.6931686107e-04
   0.2617994   0.7853982   -3.1537709380e-04    7.5667068069e-04
   0.2617994   1.0471976   -6.7294471817e-04    4.9980000715e-04
   0.2617994   1.3089969   -9.1216173866e-04    1.2612632344e-04
   0.2617994   1.5707963   -7.3982983058e-04   -3.0325767533e-04
   0.2617994   1.8325957   -3.7871294650e-04   -5.5814577778e-04
   0.2617994   2.0943951   -9.8261439798e-05   -7.3651972596e-04
   0.2617994   2.3561945    2.5633245238e-04   -5.4803852759e-04
   0.2617994   2.6179939    6.0135363315e-04   -6.2511260187e-04
   0.2617994   2.8797933    6.9920654468e-04   -1.5530660587e-04
   0.2617994   3.1415927    7.0996779377e-04    2.5853350616e-04
   0.2617994   3.4033920    4.3603912644e-04    5.7197404940e-04
   0.2617994   3.6651914    1.2859458623e-04    8.6791847232e-04
   0.2617994   3.9269908   -3.1526544454e-04    7.5733985689e-04
   0.2617994   4.1887902   -6.7254968413e-04    4.9894215453e-04
   0.2617994   4.4505896   -9.1805519807e-04    1.3240890206e-04
   0.2617994   4.7123890   -7.0095425985e-04   -3.0604017563e-04
   0.2617994   4.9741884   -3.8129291233e-04   -5.5404882390e-04
   0.2617994   5.2359878   -9.9569861730e-05   -7.3836597600e-04
   0.2617994   5.4977871    2.5651067943e-04   -5.4723960752e-04
   0.2617994   5.7595865    6.0119832115e-04   -6.2505558032e-04
   0.2617994   6.0213859    6.8730131241e-04   -1.4997253184e-04
   0.3490659   0.0000000    6.2320113530e-04    2.1810796367e-04
   0.3490659   0.2617994    4.5238219135e-04    5.7718026308e-04
   0.3490659   0.5235988    1.0569069797e-04    7.9346475313e-04
   0.3490659   0.7853982   -4.0311640102e-04    8.1601776126e-04
   0.3490659   1.0471976   -7.4213337904e-04    6.4373938506e-04
   0.3490659   1.3089969   -8.0922902686e-04    7.9532445282e-05
   0.3490659   1.5707963   -8.6467244396e-04   -2.9130198268e-04
   0.3490659   1.8325957   -4.8173730965e-04   -5.6790244212e-04
   0.3490659   2.0943951   -2.4401433169e-04   -8.0129542064e-04
   0.3490659   2.3561945    1.1255561457e-04   -7.5806431382e-04
   0.3490659   2.6179939    4.6940648801e-04   -4.7884085981e-04
   0.3490659   2.8797933    6.4005369239e-04   -1.8116870958e-04
   0.3490659   3.1415927    6.0551108246e-04    2.2289785957e-04
   0.3490659   3.4033920    4.5191368372e-04    5.7714547090e-04
   0.3490659   3.6651914    1.0552555054e-04    7.9238347672e-04
   0.3490659   3.9269908   -4.0323226216e-04    8.1637245986e-04
   0.3490659   4.1887902   -7.4175876651e-04    6.4361870324e-04
   0.3490659   4.4505896   -8.0760623582e-04    7.8657352898e-05
   0.3490659   4.7123890   -8.6084503597e-04   -2.9723037678e-04
   0.3490659   4.9741884   -4.8017448822e-04   -5.6721715039e-04
   0.3490659   5.2359878   -2.4508533561e-04   -8.0210646475e-04
   0.3490659   5.4977871    1.1250022371e-04   -7.5716621177e-04
   0.3490659   5.7595865    4.6929892335e-04   -4.7869129070e-04
   0.3490659   6.0213859    6.3925206105e-04   -1.8079357623e-04
   0.4363323   0.0000000    7.3714742558e-04    1.5936659266e-04
   0.4363323   0.2617994    5.9689549275e-04    6.9165221475e-04
   0.4363323   0.5235988    9.8836782593e-05    9.1010737061e-04
   0.4363323   0.7853982   -4.2668909476e-04    6.9837433956e-04
   0.4363323   1.0471976   -8.1484252552e-04    5.6482583410e-04
   0.4363323   1.3089969   -1.0888744435e-03    2.2163896923e-04
   0.4363323   1.5707963   -7.9317034303e-04   -2.3576705704e-04
   0.4363323   1.8325957   -6.5724273703e-04   -5.1554816440e-04
   0.4363323   2.0943951   -3.4893735080e-04   -6.6382904820e-04
   0.4363323   2.3561945    7.5356889096e-06   -5.8783913951e-04
   0.4363323   2.6179939    3.6383125090e-04   -5.7267553416e-04
   0.4363323   2.8797933    5.2136842516e-04   -2.1200541914e-04
   0.4363323   3.1415927    7.5576732058e-04    1.6182460492e-04
   0.4363323   3.4033920    5.9664250717e-04    6.9211273868e-04
   0.4363323   3.6651914    9.9895331911e-05    9.1098243006e-04
   0.4363323   3.9269908   -4.2698593390e-04    6.9693015985e-04
   0.4363323   4.1887902   -8.1564708948e-04    5.6701479401e-04
   0.4363323   4.4505896   -1.0888486206e-03    2.2178344777e-04
   0.4363323   4.7123890   -8.1080112755e-04   -2.3061942370e-04
