#   time = 90.070000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.2928076556e-05    8.0386035590e-05
   0.0000000   0.2617994   -1.2928076556e-05    8.0386035590e-05
   0.0000000   0.5235988   -1.2928076556e-05    8.0386035590e-05
   0.0000000   0.7853982   -1.2928076556e-05    8.0386035590e-05
   0.0000000   1.0471976   -1.2928076556e-05    8.0386035590e-05
   0.0000000   1.3089969   -1.2928076556e-05    8.0386035590e-05
   0.0000000   1.5707963   -1.2928076556e-05    8.0386035590e-05
   0.0000000   1.8325957   -1.2928076556e-05    8.0386035590e-05
   0.0000000   2.0943951   -1.2928076556e-05    8.0386035590e-05
   0.0000000   2.3561945   -1.2928076556e-05    8.0386035590e-05
   0.0000000   2.6179939   -1.2928076556e-05    8.0386035590e-05
   0.0000000   2.8797933   -1.2928076556e-05    8.0386035590e-05
   0.0000000   3.1415927   -1.2928076556e-05    8.0386035590e-05
   0.0000000   3.4033920   -1.2928076556e-05    8.0386035590e-05
   0.0000000   3.6651914   -1.2928076556e-05    8.0386035590e-05
   0.0000000   3.9269908   -1.2928076556e-05    8.0386035590e-05
   0.0000000   4.1887902   -1.2928076556e-05    8.0386035590e-05
   0.0000000   4.4505896   -1.2928076556e-05    8.0386035590e-05
   0.0000000   4.7123890   -1.2928076556e-05    8.0386035590e-05
   0.0000000   4.9741884   -1.2928076556e-05    8.0386035590e-05
   0.0000000   5.2359878   -1.2928076556e-05    8.0386035590e-05
   0.0000000   5.4977871   -1.2928076556e-05    8.0386035590e-05
   0.0000000   5.7595865   -1.2928076556e-05    8.0386035590e-05
   0.0000000   6.0213859   -1.2928076556e-05    8.0386035590e-05
   0.0872665   0.0000000    8.2122089379e-04    3.4780652158e-04
   0.0872665   0.2617994    4.8131367965e-04    6.6629627089e-04
   0.0872665   0.5235988    6.4545806683e-05    7.9829486171e-04
   0.0872665   0.7853982   -3.2242201126e-04    5.9060784310e-04
   0.0872665   1.0471976   -7.5882448167e-04    6.3228934915e-04
   0.0872665   1.3089969   -8.7409866576e-04    1.4496180321e-04
   0.0872665   1.5707963   -8.2012734947e-04   -3.4099691668e-04
   0.0872665   1.8325957   -5.0797134185e-04   -7.3656708568e-04
   0.0872665   2.0943951   -1.6106486621e-04   -9.4599080379e-04
   0.0872665   2.3561945    3.2679502123e-04   -8.8334484620e-04
   0.0872665   2.6179939    5.6729272703e-04   -3.9525003793e-04
   0.0872665   2.8797933    7.2997103038e-04   -5.5558789997e-05
   0.0872665   3.1415927    8.4349991743e-04    3.2906646000e-04
   0.0872665   3.4033920    4.8110625011e-04    6.6635541586e-04
   0.0872665   3.6651914    6.4159183407e-05    7.9811451431e-04
   0.0872665   3.9269908   -3.2237060301e-04    5.9037977578e-04
   0.0872665   4.1887902   -7.5868830720e-04    6.3169082878e-04
   0.0872665   4.4505896   -8.7599823438e-04    1.4629802709e-04
   0.0872665   4.7123890   -8.1450630789e-04   -3.4966803427e-04
   0.0872665   4.9741884   -5.1013726400e-04   -7.3818025183e-04
   0.0872665   5.2359878   -1.6122066325e-04   -9.4579892356e-04
   0.0872665   5.4977871    3.2684098702e-04   -8.8383973107e-04
   0.0872665   5.7595865    5.6674135938e-04   -3.9463545520e-04
   0.0872665   6.0213859    7.2911590654e-04   -5.4888626135e-05
   0.1745329   0.0000000    7.7504234153e-04    3.1507456067e-04
   0.1745329   0.2617994    5.4271639474e-04    6.6404012045e-04
   0.1745329   0.5235988    7.3107358700e-05    8.3403288109e-04
   0.1745329   0.7853982   -3.6811292481e-04    7.3887768555e-04
   0.1745329   1.0471976   -7.1978991531e-04    5.7539146822e-04
   0.1745329   1.3089969   -9.2187372335e-04    9.5960388640e-05
   0.1745329   1.5707963   -8.1722275097e-04   -3.4206442709e-04
   0.1745329   1.8325957   -5.9699630512e-04   -6.4446020827e-04
   0.1745329   2.0943951   -1.1796578334e-04   -8.6547425290e-04
   0.1745329   2.3561945    2.6620235982e-04   -6.3812912093e-04
   0.1745329   2.6179939    6.5705671465e-04   -5.4495022075e-04
   0.1745329   2.8797933    9.1555017729e-04   -1.9921103317e-04
   0.1745329   3.1415927    7.6098452856e-04    3.1780650761e-04
   0.1745329   3.4033920    5.4384080634e-04    6.6470524380e-04
   0.1745329   3.6651914    7.3091374818e-05    8.3432200767e-04
   0.1745329   3.9269908   -3.6813007650e-04    7.4040125026e-04
   0.1745329   4.1887902   -7.1917553246e-04    5.7421615746e-04
   0.1745329   4.4505896   -9.2387444529e-04    9.7168472865e-05
   0.1745329   4.7123890   -8.4313463308e-04   -3.5522675891e-04
   0.1745329   4.9741884   -5.9780249183e-04   -6.4504592071e-04
   0.1745329   5.2359878   -1.1886335591e-04   -8.6695524528e-04
   0.1745329   5.4977871    2.6609804833e-04   -6.3856496589e-04
   0.1745329   5.7595865    6.5730283311e-04   -5.4559082942e-04
   0.1745329   6.0213859    9.1418548235e-04   -1.9827274881e-04
   0.2617994   0.0000000    7.3696158040e-04    2.6264405688e-04
   0.2617994   0.2617994    4.0193453911e-04    5.8493605123e-04
   0.2617994   0.5235988    1.5773533841e-04    9.5488205836e-04
   0.2617994   0.7853982   -3.0558052377e-04    7.5856411085e-04
   0.2617994   1.0471976   -7.0046156267e-04    4.8165217793e-04
   0.2617994   1.3089969   -8.8708504904e-04    1.1353836673e-04
   0.2617994   1.5707963   -8.4204701409e-04   -3.2720125435e-04
   0.2617994   1.8325957   -4.5496761136e-04   -6.0150624869e-04
   0.2617994   2.0943951   -1.2489842010e-04   -7.4591583093e-04
   0.2617994   2.3561945    2.6229677106e-04   -6.4132774833e-04
   0.2617994   2.6179939    5.9497538543e-04   -6.3602431885e-04
   0.2617994   2.8797933    7.0571895123e-04   -1.6113209828e-04
   0.2617994   3.1415927    7.5792938202e-04    2.6272308240e-04
   0.2617994   3.4033920    3.8946431264e-04    5.8560815663e-04
   0.2617994   3.6651914    1.5765711076e-04    9.5370578505e-04
   0.2617994   3.9269908   -3.0533191488e-04    7.5907586714e-04
   0.2617994   4.1887902   -7.0047167618e-04    4.8119429901e-04
   0.2617994   4.4505896   -8.9589704004e-04    1.1846489118e-04
   0.2617994   4.7123890   -8.2940363732e-04   -3.3323482003e-04
   0.2617994   4.9741884   -4.4936156528e-04   -5.8863908005e-04
   0.2617994   5.2359878   -1.2613197758e-04   -7.4794498540e-04
   0.2617994   5.4977871    2.6243212610e-04   -6.3981280070e-04
   0.2617994   5.7595865    5.9537208368e-04   -6.3710373630e-04
   0.2617994   6.0213859    6.9552136734e-04   -1.4896239635e-04
   0.3490659   0.0000000    6.1320313199e-04    2.0746788362e-04
   0.3490659   0.2617994    3.8463546024e-04    5.4658893346e-04
   0.3490659   0.5235988    1.1146999581e-04    8.0806322445e-04
   0.3490659   0.7853982   -3.8891112669e-04    8.0831152688e-04
   0.3490659   1.0471976   -7.4561719092e-04    5.9048605276e-04
   0.3490659   1.3089969   -8.4279959807e-04    8.8592440923e-05
   0.3490659   1.5707963   -7.6381634115e-04   -2.9982429329e-04
   0.3490659   1.8325957   -5.1523490015e-04   -5.6247183508e-04
   0.3490659   2.0943951   -2.9113408789e-04   -8.1770353755e-04
   0.3490659   2.3561945    1.2279509604e-04   -6.4544638606e-04
   0.3490659   2.6179939    4.2245002406e-04   -4.1586939411e-04
   0.3490659   2.8797933    6.1952581843e-04   -1.3466613598e-04
   0.3490659   3.1415927    6.2132865752e-04    2.1219159292e-04
   0.3490659   3.4033920    3.8284093081e-04    5.4593474667e-04
   0.3490659   3.6651914    1.1236681607e-04    8.0814371654e-04
   0.3490659   3.9269908   -3.8885873148e-04    8.0886337559e-04
   0.3490659   4.1887902   -7.4587753647e-04    5.9100996772e-04
   0.3490659   4.4505896   -8.4194761126e-04    8.7891379885e-05
   0.3490659   4.7123890   -7.6383843962e-04   -3.0067272244e-04
   0.3490659   4.9741884   -5.1431122771e-04   -5.6193901380e-04
   0.3490659   5.2359878   -2.9239907498e-04   -8.1866283140e-04
   0.3490659   5.4977871    1.2266798103e-04   -6.4331375637e-04
   0.3490659   5.7595865    4.2259672113e-04   -4.1627405731e-04
   0.3490659   6.0213859    6.1891324529e-04   -1.3413340826e-04
   0.4363323   0.0000000    7.4510517822e-04    1.7041421334e-04
   0.4363323   0.2617994    6.3493467346e-04    7.2009943392e-04
   0.4363323   0.5235988    9.1708349307e-05    9.5028468470e-04
   0.4363323   0.7853982   -4.3331262604e-04    7.8933255124e-04
   0.4363323   1.0471976   -8.4037732089e-04    6.4793460506e-04
   0.4363323   1.3089969   -1.0350053234e-03    1.9557018155e-04
   0.4363323   1.5707963   -7.9157892565e-04   -2.3450968192e-04
   0.4363323   1.8325957   -6.0733683935e-04   -5.1617855989e-04
   0.4363323   2.0943951   -3.2215005390e-04   -6.7348756524e-04
   0.4363323   2.3561945    4.1023835434e-06   -5.9139950005e-04
   0.4363323   2.6179939    3.8215759762e-04   -5.8759788935e-04
   0.4363323   2.8797933    6.1999521795e-04   -2.2024894298e-04
   0.4363323   3.1415927    7.9792192454e-04    1.7035069342e-04
   0.4363323   3.4033920    6.3451016370e-04    7.2046076419e-04
   0.4363323   3.6651914    9.2768131963e-05    9.5033698468e-04
   0.4363323   3.9269908   -4.3348644874e-04    7.8786020659e-04
   0.4363323   4.1887902   -8.4153798201e-04    6.5027265759e-04
   0.4363323   4.4505896   -1.0354980134e-03    1.9605065242e-04
   0.4363323   4.7123890   -8.1617629321e-04   -2.3081708970e-04
   0.4363323   4.9741884   -6.0919048541e-04   -5.1734207707e-04
   0.4363323   5.2359878   -3.2095327275e-04   -6.7108353317e-04
   0.4363323   5.4977871    3.9324598896e-06   -5.9099412188e-04
   0.4363323   5.7595865    3.8300350057e-04   -5.8794021983e-04
   0.4363323   6.0213859    6.1908645461e-04   -2.1932341372e-04
   0.5235988   0.0000000    6.5284779925e-04    5.1318813949e-05
   0.5235988   0.2617994    4.3293099261e-04    4.0878169684e-04
   0.5235988   0.5235988    2.0136795383e-04    9.5012944904e-04
   0.5235988   0.7853982   -3.8707239662e-04    7.8883966675e-04
   0.5235988   1.0471976   -7.3809579015e-04    4.2978470959e-04
   0.5235988   1.3089969   -8.6902786056e-04    5.7040145780e-05
   0.5235988   1.5707963   -7.5148559407e-04   -2.7271335787e-04
   0.5235988   1.8325957   -5.3957966575e-04   -5.2669214817e-04
   0.5235988   2.0943951   -2.1369533726e-04   -5.6997788396e-04
   0.5235988   2.3561945    4.6650917362e-05   -6.2421677274e-04
   0.5235988   2.6179939    2.8778218729e-04   -5.5592028893e-04
   0.5235988   2.8797933    5.5497730597e-04   -2.4126186440e-04
   0.5235988   3.1415927    6.9548870611e-04    4.9213378667e-05
   0.5235988   3.4033920    4.3242250235e-04    4.0781358584e-04
   0.5235988   3.6651914    2.1530516730e-04    9.8428776283e-04
   0.5235988   3.9269908   -3.8752022334e-04    7.8851075603e-04
   0.5235988   4.1887902   -7.3803754002e-04    4.2941471492e-04
   0.5235988   4.4505896   -8.6911646659e-04    5.7191959523e-05
   0.5235988   4.7123890   -7.4479366300e-04   -2.7890512211e-04
   0.5235988   4.9741884   -5.3979173794e-04   -5.2699525855e-04
   0.5235988   5.2359878   -2.1347521147e-04   -5.6974955955e-04
   0.5235988   5.4977871    4.6917814035e-05   -6.2188709858e-04
   0.5235988   5.7595865    2.8843293652e-04   -5.5502366476e-04
   0.5235988   6.0213859    5.5613746469e-04   -2.4165734029e-04
   0.6108652   0.0000000    5.3879646329e-04    4.5334725995e-05
   0.6108652   0.2617994    5.9278256519e-04    4.6381085052e-04
   0.6108652   0.5235988    1.8347836329e-04    8.4080935993e-04
   0.6108652   0.7853982   -4.2690194005e-04    7.1316228150e-04
   0.6108652   1.0471976   -7.0582045541e-04    3.7281568945e-04
