#   time = 90.050000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.5817010889e-05    9.3560769756e-05
   0.0000000   0.2617994   -1.5817010889e-05    9.3560769756e-05
   0.0000000   0.5235988   -1.5817010889e-05    9.3560769756e-05
   0.0000000   0.7853982   -1.5817010889e-05    9.3560769756e-05
   0.0000000   1.0471976   -1.5817010889e-05    9.3560769756e-05
   0.0000000   1.3089969   -1.5817010889e-05    9.3560769756e-05
   0.0000000   1.5707963   -1.5817010889e-05    9.3560769756e-05
   0.0000000   1.8325957   -1.5817010889e-05    9.3560769756e-05
   0.0000000   2.0943951   -1.5817010889e-05    9.3560769756e-05
   0.0000000   2.3561945   -1.5817010889e-05    9.3560769756e-05
   0.0000000   2.6179939   -1.5817010889e-05    9.3560769756e-05
   0.0000000   2.8797933   -1.5817010889e-05    9.3560769756e-05
   0.0000000   3.1415927   -1.5817010889e-05    9.3560769756e-05
   0.0000000   3.4033920   -1.5817010889e-05    9.3560769756e-05
   0.0000000   3.6651914   -1.5817010889e-05    9.3560769756e-05
   0.0000000   3.9269908   -1.5817010889e-05    9.3560769756e-05
   0.0000000   4.1887902   -1.5817010889e-05    9.3560769756e-05
   0.0000000   4.4505896   -1.5817010889e-05    9.3560769756e-05
   0.0000000   4.7123890   -1.5817010889e-05    9.3560769756e-05
   0.0000000   4.9741884   -1.5817010889e-05    9.3560769756e-05
   0.0000000   5.2359878   -1.5817010889e-05    9.3560769756e-05
   0.0000000   5.4977871   -1.5817010889e-05    9.3560769756e-05
   0.0000000   5.7595865   -1.5817010889e-05    9.3560769756e-05
   0.0000000   6.0213859   -1.5817010889e-05    9.3560769756e-05
   0.0872665   0.0000000    8.1493022084e-04    3.2966030796e-04
   0.0872665   0.2617994    5.0111720243e-04    6.7597117177e-04
   0.0872665   0.5235988    5.9593014397e-05    7.9513387141e-04
   0.0872665   0.7853982   -3.1218850089e-04    5.8534495387e-04
   0.0872665   1.0471976   -7.6257790396e-04    6.4177023366e-04
   0.0872665   1.3089969   -8.5185173500e-04    1.1766387045e-04
   0.0872665   1.5707963   -8.5529087349e-04   -3.3423372336e-04
   0.0872665   1.8325957   -5.1129629256e-04   -7.3454887884e-04
   0.0872665   2.0943951   -1.7780119225e-04   -9.6455176567e-04
   0.0872665   2.3561945    3.3078910007e-04   -8.6913897068e-04
