#   time = 90.140000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0872665   4.9741884   -4.9323593470e-04   -7.2475494765e-04
   0.0872665   5.2359878   -8.5774754575e-05   -8.5392096763e-04
   0.0872665   5.4977871    3.1775709958e-04   -8.9093627568e-04
   0.0872665   5.7595865    6.0098558475e-04   -4.6092832567e-04
   0.0872665   6.0213859    7.0265561859e-04   -4.9916617201e-05
   0.1745329   0.0000000    8.2445047528e-04    3.0716407994e-04
   0.1745329   0.2617994    5.9199841492e-04    7.2672238712e-04
   0.1745329   0.5235988    7.0548194958e-05    7.9202133696e-04
   0.1745329   0.7853982   -3.6131725982e-04    8.2787509665e-04
   0.1745329   1.0471976   -7.7952581868e-04    6.3149847254e-04
   0.1745329   1.3089969   -8.3418550923e-04    6.4352223520e-05
   0.1745329   1.5707963   -6.7436379537e-04   -3.5001826726e-04
   0.1745329   1.8325957   -4.4262653185e-04   -6.0107144966e-04
   0.1745329   2.0943951   -1.0234537499e-04   -8.4220140726e-04
   0.1745329   2.3561945    2.9601497128e-04   -6.8634575579e-04
   0.1745329   2.6179939    6.2253456423e-04   -4.5242055203e-04
   0.1745329   2.8797933    9.7082968363e-04   -2.1990337832e-04
   0.1745329   3.1415927    7.8938805058e-04    3.0726633459e-04
   0.1745329   3.4033920    5.9267284848e-04    7.2706281142e-04
   0.1745329   3.6651914    6.9871042029e-05    7.9115364479e-04
   0.1745329   3.9269908   -3.6135854146e-04    8.2999969151e-04
   0.1745329   4.1887902   -7.7961234223e-04    6.3157351577e-04
   0.1745329   4.4505896   -8.3452083021e-04    6.4505439074e-05
   0.1745329   4.7123890   -6.7395629339e-04   -3.4767234724e-04
   0.1745329   4.9741884   -4.4266613886e-04   -6.0118872345e-04
   0.1745329   5.2359878   -1.0303502354e-04   -8.4332488447e-04
   0.1745329   5.4977871    2.9589528182e-04   -6.8478609766e-04
   0.1745329   5.7595865    6.2220212369e-04   -4.5204678452e-04
   0.1745329   6.0213859    9.7130242952e-04   -2.2008839298e-04
   0.2617994   0.0000000    7.6770422707e-04    2.6601027964e-04
   0.2617994   0.2617994    4.1463756116e-04    6.1751793628e-04
   0.2617994   0.5235988    1.6630981519e-04    9.8659391836e-04
   0.2617994   0.7853982   -3.1447612579e-04    7.6905635995e-04
   0.2617994   1.0471976   -7.3254992482e-04    4.6877182970e-04
   0.2617994   1.3089969   -8.3885967357e-04    8.2114987373e-05
   0.2617994   1.5707963   -9.2095141956e-04   -3.5874514869e-04
   0.2617994   1.8325957   -5.7278523747e-04   -6.7366267690e-04
   0.2617994   2.0943951   -1.6042081167e-04   -7.7187361920e-04
   0.2617994   2.3561945    2.5875265549e-04   -7.9713777845e-04
   0.2617994   2.6179939    5.6860171518e-04   -5.7870661381e-04
   0.2617994   2.8797933    7.3284543280e-04   -1.6161257282e-04
   0.2617994   3.1415927    8.0794907163e-04    2.6355093560e-04
   0.2617994   3.4033920    4.0384565461e-04    6.2467014771e-04
   0.2617994   3.6651914    1.6629497765e-04    9.8623127386e-04
   0.2617994   3.9269908   -3.1421774065e-04    7.6952149370e-04
   0.2617994   4.1887902   -7.3294792834e-04    4.6899492977e-04
   0.2617994   4.4505896   -8.4550371869e-04    8.1598204579e-05
   0.2617994   4.7123890   -9.4518379009e-04   -3.6537373579e-04
   0.2617994   4.9741884   -5.6219310648e-04   -6.5862098206e-04
   0.2617994   5.2359878   -1.6099789076e-04   -7.7310534619e-04
   0.2617994   5.4977871    2.5881147175e-04   -7.9543668449e-04
   0.2617994   5.7595865    5.6927354595e-04   -5.8035312852e-04
   0.2617994   6.0213859    7.3226797433e-04   -1.4998726526e-04
   0.3490659   0.0000000    6.3572584448e-04    2.0914330061e-04
   0.3490659   0.2617994    3.6481145991e-04    5.5160900646e-04
   0.3490659   0.5235988    9.6829084566e-05    8.2821773287e-04
   0.3490659   0.7853982   -3.7162272802e-04    7.8294753878e-04
   0.3490659   1.0471976   -7.4591550811e-04    4.9171702974e-04
   0.3490659   1.3089969   -8.9934101571e-04    1.0349431681e-04
   0.3490659   1.5707963   -6.6093114214e-04   -3.0727711855e-04
   0.3490659   1.8325957   -5.6493857355e-04   -5.5845063477e-04
   0.3490659   2.0943951   -3.0133123050e-04   -7.7517561885e-04
   0.3490659   2.3561945    1.4199447678e-04   -5.3938325593e-04
