#   time = 90.110000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -5.9713498574e-06    4.6553148018e-05
   0.0000000   0.2617994   -5.9713498574e-06    4.6553148018e-05
   0.0000000   0.5235988   -5.9713498574e-06    4.6553148018e-05
   0.0000000   0.7853982   -5.9713498574e-06    4.6553148018e-05
   0.0000000   1.0471976   -5.9713498574e-06    4.6553148018e-05
   0.0000000   1.3089969   -5.9713498574e-06    4.6553148018e-05
   0.0000000   1.5707963   -5.9713498574e-06    4.6553148018e-05
   0.0000000   1.8325957   -5.9713498574e-06    4.6553148018e-05
   0.0000000   2.0943951   -5.9713498574e-06    4.6553148018e-05
   0.0000000   2.3561945   -5.9713498574e-06    4.6553148018e-05
   0.0000000   2.6179939   -5.9713498574e-06    4.6553148018e-05
   0.0000000   2.8797933   -5.9713498574e-06    4.6553148018e-05
   0.0000000   3.1415927   -5.9713498574e-06    4.6553148018e-05
   0.0000000   3.4033920   -5.9713498574e-06    4.6553148018e-05
   0.0000000   3.6651914   -5.9713498574e-06    4.6553148018e-05
   0.0000000   3.9269908   -5.9713498574e-06    4.6553148018e-05
   0.0000000   4.1887902   -5.9713498574e-06    4.6553148018e-05
   0.0000000   4.4505896   -5.9713498574e-06    4.6553148018e-05
   0.0000000   4.7123890   -5.9713498574e-06    4.6553148018e-05
   0.0000000   4.9741884   -5.9713498574e-06    4.6553148018e-05
   0.0000000   5.2359878   -5.9713498574e-06    4.6553148018e-05
   0.0000000   5.4977871   -5.9713498574e-06    4.6553148018e-05
   0.0000000   5.7595865   -5.9713498574e-06    4.6553148018e-05
   0.0000000   6.0213859   -5.9713498574e-06    4.6553148018e-05
   0.0872665   0.0000000    8.2728460853e-04    3.8089664307e-04
   0.0872665   0.2617994    4.4799912389e-04    6.5034846429e-04
   0.0872665   0.5235988    7.7435578574e-05    8.1054853389e-04
   0.0872665   0.7853982   -3.4524963141e-04    6.2814410437e-04
