#   time = 90.150000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000    1.1530175715e-06    9.2683980009e-06
   0.0000000   0.2617994    1.1530175715e-06    9.2683980009e-06
   0.0000000   0.5235988    1.1530175715e-06    9.2683980009e-06
   0.0000000   0.7853982    1.1530175715e-06    9.2683980009e-06
   0.0000000   1.0471976    1.1530175715e-06    9.2683980009e-06
   0.0000000   1.3089969    1.1530175715e-06    9.2683980009e-06
   0.0000000   1.5707963    1.1530175715e-06    9.2683980009e-06
   0.0000000   1.8325957    1.1530175715e-06    9.2683980009e-06
   0.0000000   2.0943951    1.1530175715e-06    9.2683980009e-06
   0.0000000   2.3561945    1.1530175715e-06    9.2683980009e-06
   0.0000000   2.6179939    1.1530175715e-06    9.2683980009e-06
   0.0000000   2.8797933    1.1530175715e-06    9.2683980009e-06
   0.0000000   3.1415927    1.1530175715e-06    9.2683980009e-06
   0.0000000   3.4033920    1.1530175715e-06    9.2683980009e-06
   0.0000000   3.6651914    1.1530175715e-06    9.2683980009e-06
   0.0000000   3.9269908    1.1530175715e-06    9.2683980009e-06
   0.0000000   4.1887902    1.1530175715e-06    9.2683980009e-06
   0.0000000   4.4505896    1.1530175715e-06    9.2683980009e-06
   0.0000000   4.7123890    1.1530175715e-06    9.2683980009e-06
   0.0000000   4.9741884    1.1530175715e-06    9.2683980009e-06
   0.0000000   5.2359878    1.1530175715e-06    9.2683980009e-06
   0.0000000   5.4977871    1.1530175715e-06    9.2683980009e-06
   0.0000000   5.7595865    1.1530175715e-06    9.2683980009e-06
   0.0000000   6.0213859    1.1530175715e-06    9.2683980009e-06
   0.0872665   0.0000000    8.2311539682e-04    4.0501553486e-04
   0.0872665   0.2617994    4.2685228341e-04    6.4200557951e-04
   0.0872665   0.5235988    9.1415443489e-05    8.2884234495e-04
   0.0872665   0.7853982   -3.6845392208e-04    6.9498104897e-04
   0.0872665   1.0471976   -7.1789897732e-04    5.5048051412e-04
   0.0872665   1.3089969   -9.4697141651e-04    2.1988619665e-04
   0.0872665   1.5707963   -6.8115374949e-04   -3.6726018175e-04
   0.0872665   1.8325957   -4.8854512875e-04   -7.1910920049e-04
   0.0872665   2.0943951   -7.4556458830e-05   -8.3981824106e-04
   0.0872665   2.3561945    3.1757490745e-04   -8.8581797907e-04
   0.0872665   2.6179939    6.1110023933e-04   -4.7457785311e-04
   0.0872665   2.8797933    7.0544099938e-04   -5.1608542769e-05
   0.0872665   3.1415927    7.8918149174e-04    3.8340493514e-04
   0.0872665   3.4033920    4.2704923130e-04    6.4238662809e-04
   0.0872665   3.6651914    9.0670479863e-05    8.2784263793e-04
   0.0872665   3.9269908   -3.6831414298e-04    6.9439644512e-04
   0.0872665   4.1887902   -7.1844262762e-04    5.5108629539e-04
   0.0872665   4.4505896   -9.4800099037e-04    2.2053893260e-04
   0.0872665   4.7123890   -6.8736301344e-04   -3.5206514997e-04
   0.0872665   4.9741884   -4.9031552491e-04   -7.2063535821e-04
   0.0872665   5.2359878   -7.4470311468e-05   -8.3965456173e-04
   0.0872665   5.4977871    3.1757252440e-04   -8.8655505288e-04
   0.0872665   5.7595865    6.1028489239e-04   -4.7328391259e-04
   0.0872665   6.0213859    7.0539738079e-04   -5.1384093822e-05
   0.1745329   0.0000000    8.3037884554e-04    3.0614383451e-04
   0.1745329   0.2617994    5.9471954094e-04    7.3325835805e-04
   0.1745329   0.5235988    7.0981786883e-05    7.8775764975e-04
   0.1745329   0.7853982   -3.5980017145e-04    8.3983344617e-04
   0.1745329   1.0471976   -7.8453313872e-04    6.3280728720e-04
   0.1745329   1.3089969   -8.2171620055e-04    6.0679022062e-05
   0.1745329   1.5707963   -6.5784806509e-04   -3.5058225133e-04
   0.1745329   1.8325957   -4.2156646430e-04   -5.9784901312e-04
   0.1745329   2.0943951   -1.0031437218e-04   -8.3725816360e-04
   0.1745329   2.3561945    3.0084066081e-04   -6.9773652306e-04
   0.1745329   2.6179939    6.1778966238e-04   -4.4099737613e-04
   0.1745329   2.8797933    9.7228892854e-04   -2.1903383210e-04
   0.1745329   3.1415927    7.9376208600e-04    3.0587134152e-04
   0.1745329   3.4033920    5.9527398104e-04    7.3352898813e-04
   0.1745329   3.6651914    7.0237792352e-05    7.8675672825e-04
   0.1745329   3.9269908   -3.5984340004e-04    8.4192473081e-04
   0.1745329   4.1887902   -7.8472265410e-04    6.3305856411e-04
   0.1745329   4.4505896   -8.2176845792e-04    6.0660744193e-05
   0.1745329   4.7123890   -6.5334083007e-04   -3.4594140220e-04
   0.1745329   4.9741884   -4.2150627587e-04   -5.9789851585e-04
   0.1745329   5.2359878   -1.0093494445e-04   -8.3827121475e-04
   0.1745329   5.4977871    3.0073130742e-04   -6.9592036296e-04
   0.1745329   5.7595865    6.1740277223e-04   -4.4051188976e-04
   0.1745329   6.0213859    9.7302198982e-04   -2.1937944645e-04
   0.2617994   0.0000000    7.7209137548e-04    2.6632462907e-04
   0.2617994   0.2617994    4.2180899475e-04    6.2348090015e-04
   0.2617994   0.5235988    1.6440677741e-04    9.8355779861e-04
   0.2617994   0.7853982   -3.1766136810e-04    7.7085508162e-04
   0.2617994   1.0471976   -7.3598763319e-04    4.6774370877e-04
   0.2617994   1.3089969   -8.3208548159e-04    7.7081210233e-05
   0.2617994   1.5707963   -9.2561419911e-04   -3.6276173261e-04
   0.2617994   1.8325957   -5.8799645360e-04   -6.8365311227e-04
   0.2617994   2.0943951   -1.6458860378e-04   -7.7638645999e-04
   0.2617994   2.3561945    2.5771994738e-04   -8.1850494568e-04
   0.2617994   2.6179939    5.6407388300e-04   -5.6539338233e-04
   0.2617994   2.8797933    7.3772781322e-04   -1.6103479592e-04
   0.2617994   3.1415927    8.1305790786e-04    2.6354914299e-04
   0.2617994   3.4033920    4.1185147825e-04    6.3136880287e-04
   0.2617994   3.6651914    1.6438301975e-04    9.8331400652e-04
   0.2617994   3.9269908   -3.1741669143e-04    7.7132903409e-04
   0.2617994   4.1887902   -7.3641550043e-04    4.6805836524e-04
   0.2617994   4.4505896   -8.3801869505e-04    7.5675564914e-05
   0.2617994   4.7123890   -9.5445062287e-04   -3.6916994964e-04
   0.2617994   4.9741884   -5.7727309527e-04   -6.6911192207e-04
   0.2617994   5.2359878   -1.6504758315e-04   -7.7743964440e-04
   0.2617994   5.4977871    2.5776718451e-04   -8.1683571311e-04
   0.2617994   5.7595865    5.6473705704e-04   -5.6702826446e-04
   0.2617994   6.0213859    7.3888976225e-04   -1.5023882936e-04
   0.3490659   0.0000000    6.4130432820e-04    2.1087642278e-04
   0.3490659   0.2617994    3.6761494241e-04    5.5602853234e-04
   0.3490659   0.5235988    9.2772523367e-05    8.3097344842e-04
   0.3490659   0.7853982   -3.7022889892e-04    7.7851513384e-04
   0.3490659   1.0471976   -7.4579991105e-04    4.7699362529e-04
   0.3490659   1.3089969   -9.0726153812e-04    1.0538594984e-04
   0.3490659   1.5707963   -6.5130816663e-04   -3.0802246701e-04
   0.3490659   1.8325957   -5.7150650182e-04   -5.5859551512e-04
   0.3490659   2.0943951   -2.9821710506e-04   -7.6491725904e-04
   0.3490659   2.3561945    1.4506223215e-04   -5.3015471327e-04
   0.3490659   2.6179939    3.7784018215e-04   -3.8244224654e-04
   0.3490659   2.8797933    6.3501529139e-04   -1.1264330517e-04
   0.3490659   3.1415927    6.7471549779e-04    2.1320089050e-04
   0.3490659   3.4033920    3.6535733264e-04    5.5496583338e-04
   0.3490659   3.6651914    9.4151238305e-05    8.3241238190e-04
   0.3490659   3.9269908   -3.6997491753e-04    7.7914010384e-04
   0.3490659   4.1887902   -7.4674125312e-04    4.7830522160e-04
   0.3490659   4.4505896   -9.0755625839e-04    1.0514329514e-04
   0.3490659   4.7123890   -6.5873394353e-04   -3.0176617208e-04
   0.3490659   4.9741884   -5.7200102608e-04   -5.5864359073e-04
   0.3490659   5.2359878   -2.9886727302e-04   -7.6553261992e-04
   0.3490659   5.4977871    1.4491103688e-04   -5.2801757890e-04
   0.3490659   5.7595865    3.7805894385e-04   -3.8298987515e-04
   0.3490659   6.0213859    6.3529333813e-04   -1.1235959910e-04
   0.4363323   0.0000000    7.2572217147e-04    1.8177403919e-04
   0.4363323   0.2617994    5.8991373253e-04    6.8123266103e-04
   0.4363323   0.5235988    7.4335522044e-05    9.5645784081e-04
   0.4363323   0.7853982   -4.3804036083e-04    9.4886151966e-04
   0.4363323   1.0471976   -8.5133994013e-04    7.0665175098e-04
   0.4363323   1.3089969   -9.2253159148e-04    1.2895969651e-04
   0.4363323   1.5707963   -8.4149765049e-04   -2.4394221127e-04
   0.4363323   1.8325957   -5.6616918422e-04   -5.2108123643e-04
   0.4363323   2.0943951   -2.8819072200e-04   -6.7956344473e-04
   0.4363323   2.3561945    8.2374710237e-06   -6.4963949016e-04
   0.4363323   2.6179939    3.7886677136e-04   -5.6809198313e-04
   0.4363323   2.8797933    7.1567406394e-04   -2.4963065404e-04
   0.4363323   3.1415927    7.8547791278e-04    1.7803034562e-04
   0.4363323   3.4033920    5.8987214209e-04    6.8138096786e-04
   0.4363323   3.6651914    7.4360380581e-05    9.5531225331e-04
   0.4363323   3.9269908   -4.3792182579e-04    9.4805388830e-04
   0.4363323   4.1887902   -8.5232220952e-04    7.0791521398e-04
   0.4363323   4.4505896   -9.2329932454e-04    1.2957721819e-04
   0.4363323   4.7123890   -8.6103371846e-04   -2.4517475071e-04
   0.4363323   4.9741884   -5.6690869347e-04   -5.2159039293e-04
   0.4363323   5.2359878   -2.8693751439e-04   -6.7787082794e-04
   0.4363323   5.4977871    7.9009148815e-06   -6.4761230966e-04
   0.4363323   5.7595865    3.7992105677e-04   -5.6931048649e-04
   0.4363323   6.0213859    7.1476279268e-04   -2.4887265685e-04
   0.5235988   0.0000000    6.5837982874e-04    5.0888771749e-05
   0.5235988   0.2617994    4.1495863028e-04    4.1253233972e-04
   0.5235988   0.5235988    1.3475931906e-04    9.8201879551e-04
   0.5235988   0.7853982   -3.6914196026e-04    7.5515221337e-04
   0.5235988   1.0471976   -6.7918014209e-04    4.0797891929e-04
   0.5235988   1.3089969   -7.9515589780e-04    1.9052569484e-05
   0.5235988   1.5707963   -6.2416672661e-04   -3.4112627744e-04
   0.5235988   1.8325957   -5.1387776632e-04   -5.3121881968e-04
   0.5235988   2.0943951   -1.4455818598e-04   -5.4443302712e-04
   0.5235988   2.3561945    4.4671425279e-05   -6.1881318233e-04
   0.5235988   2.6179939    3.2949845411e-04   -5.9213064909e-04
   0.5235988   2.8797933    6.3673585498e-04   -2.6698538169e-04
   0.5235988   3.1415927    6.8216192998e-04    5.0928787349e-05
   0.5235988   3.4033920    4.1410980819e-04    4.1122592036e-04
   0.5235988   3.6651914    1.5375211995e-04    1.0017052977e-03
   0.5235988   3.9269908   -3.6893982509e-04    7.5385666984e-04
   0.5235988   4.1887902   -6.7965429115e-04    4.0771598258e-04
   0.5235988   4.4505896   -7.9579958539e-04    1.9327751654e-05
   0.5235988   4.7123890   -6.2468864691e-04   -3.3408668834e-04
   0.5235988   4.9741884   -5.1528971122e-04   -5.3213426462e-04
   0.5235988   5.2359878   -1.4589923173e-04   -5.4674095024e-04
   0.5235988   5.4977871    4.4818437066e-05   -6.1620319977e-04
   0.5235988   5.7595865    3.3038561491e-04   -5.9227270253e-04
   0.5235988   6.0213859    6.3801103738e-04   -2.6742285808e-04
   0.6108652   0.0000000    6.3898025593e-04    6.4391774737e-06
   0.6108652   0.2617994    4.9737996551e-04    5.6230680536e-04
   0.6108652   0.5235988    1.0232474150e-04    8.0332126811e-04
   0.6108652   0.7853982   -4.5491984188e-04    6.7289406794e-04
   0.6108652   1.0471976   -7.4409973806e-04    3.7808431592e-04
   0.6108652   1.3089969   -7.5094331201e-04    1.4352606834e-05
   0.6108652   1.5707963   -7.6628004767e-04   -3.0051410832e-04
   0.6108652   1.8325957   -4.9883885853e-04   -5.2708018962e-04
   0.6108652   2.0943951   -2.1917585660e-04   -5.1854561069e-04
   0.6108652   2.3561945   -3.3543262652e-06   -5.2614267532e-04
   0.6108652   2.6179939    2.1694089561e-04   -3.8884852823e-04
   0.6108652   2.8797933    5.6107970674e-04   -3.2935004691e-04
   0.6108652   3.1415927    6.3526374792e-04    1.0958058482e-05
   0.6108652   3.4033920    4.9713251160e-04    5.6172887569e-04
   0.6108652   3.6651914    1.0136447720e-04    8.0298645814e-04
   0.6108652   3.9269908   -4.5509842525e-04    6.7612226961e-04
   0.6108652   4.1887902   -7.4233031633e-04    3.7612430637e-04
   0.6108652   4.4505896   -7.5286942526e-04    1.3641675653e-05
   0.6108652   4.7123890   -7.3981625785e-04   -3.0069589161e-04
   0.6108652   4.9741884   -5.0100106569e-04   -5.2802013579e-04
   0.6108652   5.2359878   -2.1901844560e-04   -5.1808203615e-04
