#   time = 90.130000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -2.3168428897e-06    2.7816516879e-05
   0.0000000   0.2617994   -2.3168428897e-06    2.7816516879e-05
   0.0000000   0.5235988   -2.3168428897e-06    2.7816516879e-05
   0.0000000   0.7853982   -2.3168428897e-06    2.7816516879e-05
   0.0000000   1.0471976   -2.3168428897e-06    2.7816516879e-05
   0.0000000   1.3089969   -2.3168428897e-06    2.7816516879e-05
   0.0000000   1.5707963   -2.3168428897e-06    2.7816516879e-05
   0.0000000   1.8325957   -2.3168428897e-06    2.7816516879e-05
   0.0000000   2.0943951   -2.3168428897e-06    2.7816516879e-05
   0.0000000   2.3561945   -2.3168428897e-06    2.7816516879e-05
   0.0000000   2.6179939   -2.3168428897e-06    2.7816516879e-05
   0.0000000   2.8797933   -2.3168428897e-06    2.7816516879e-05
   0.0000000   3.1415927   -2.3168428897e-06    2.7816516879e-05
   0.0000000   3.4033920   -2.3168428897e-06    2.7816516879e-05
   0.0000000   3.6651914   -2.3168428897e-06    2.7816516879e-05
   0.0000000   3.9269908   -2.3168428897e-06    2.7816516879e-05
   0.0000000   4.1887902   -2.3168428897e-06    2.7816516879e-05
   0.0000000   4.4505896   -2.3168428897e-06    2.7816516879e-05
   0.0000000   4.7123890   -2.3168428897e-06    2.7816516879e-05
   0.0000000   4.9741884   -2.3168428897e-06    2.7816516879e-05
   0.0000000   5.2359878   -2.3168428897e-06    2.7816516879e-05
   0.0000000   5.4977871   -2.3168428897e-06    2.7816516879e-05
   0.0000000   5.7595865   -2.3168428897e-06    2.7816516879e-05
   0.0000000   6.0213859   -2.3168428897e-06    2.7816516879e-05
   0.0872665   0.0000000    8.2652350818e-04    3.9437635444e-04
   0.0872665   0.2617994    4.3569658554e-04    6.4504382918e-04
   0.0872665   0.5235988    8.4500228105e-05    8.1910799996e-04
   0.0872665   0.7853982   -3.5702144484e-04    6.5859093254e-04
   0.0872665   1.0471976   -7.3109244849e-04    5.7622136152e-04
   0.0872665   1.3089969   -9.3339393944e-04    2.0885670508e-04
   0.0872665   1.5707963   -7.1250101200e-04   -3.6129700134e-04
   0.0872665   1.8325957   -4.9406760483e-04   -7.2677784771e-04
   0.0872665   2.0943951   -9.7226848398e-05   -8.6845820180e-04
   0.0872665   2.3561945    3.1826842116e-04   -8.9330242224e-04
   0.0872665   2.6179939    5.9344843704e-04   -4.5017870129e-04
   0.0872665   2.8797933    7.0186202205e-04   -4.9328984247e-05
   0.0872665   3.1415927    8.0577867458e-04    3.7188528477e-04
   0.0872665   3.4033920    4.3577321189e-04    6.4535539862e-04
   0.0872665   3.6651914    8.3773240165e-05    8.1822235545e-04
   0.0872665   3.9269908   -3.5689525771e-04    6.5804693062e-04
   0.0872665   4.1887902   -7.3148210604e-04    5.7652139101e-04
   0.0872665   4.4505896   -9.3475046436e-04    2.0976027651e-04
