#   time = 90.020000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   0.0000000   0.0000000   -1.8951007090e-05    1.0650059173e-04
   0.0000000   0.2617994   -1.8951007090e-05    1.0650059173e-04
   0.0000000   0.5235988   -1.8951007090e-05    1.0650059173e-04
   0.0000000   0.7853982   -1.8951007090e-05    1.0650059173e-04
   0.0000000   1.0471976   -1.8951007090e-05    1.0650059173e-04
   0.0000000   1.3089969   -1.8951007090e-05    1.0650059173e-04
   0.0000000   1.5707963   -1.8951007090e-05    1.0650059173e-04
   0.0000000   1.8325957   -1.8951007090e-05    1.0650059173e-04
   0.0000000   2.0943951   -1.8951007090e-05    1.0650059173e-04
   0.0000000   2.3561945   -1.8951007090e-05    1.0650059173e-04
   0.0000000   2.6179939   -1.8951007090e-05    1.0650059173e-04
   0.0000000   2.8797933   -1.8951007090e-05    1.0650059173e-04
   0.0000000   3.1415927   -1.8951007090e-05    1.0650059173e-04
   0.0000000   3.4033920   -1.8951007090e-05    1.0650059173e-04
   0.0000000   3.6651914   -1.8951007090e-05    1.0650059173e-04
   0.0000000   3.9269908   -1.8951007090e-05    1.0650059173e-04
   0.0000000   4.1887902   -1.8951007090e-05    1.0650059173e-04
   0.0000000   4.4505896   -1.8951007090e-05    1.0650059173e-04
   0.0000000   4.7123890   -1.8951007090e-05    1.0650059173e-04
   0.0000000   4.9741884   -1.8951007090e-05    1.0650059173e-04
   0.0000000   5.2359878   -1.8951007090e-05    1.0650059173e-04
   0.0000000   5.4977871   -1.8951007090e-05    1.0650059173e-04
   0.0000000   5.7595865   -1.8951007090e-05    1.0650059173e-04
   0.0000000   6.0213859   -1.8951007090e-05    1.0650059173e-04
   0.0872665   0.0000000    8.0264752613e-04    3.0271348722e-04
   0.0872665   0.2617994    5.3260438742e-04    6.9100596988e-04
   0.0872665   0.5235988    5.5195787906e-05    7.9457703501e-04
   0.0872665   0.7853982   -2.9930532440e-04    5.9523168601e-04
   0.0872665   1.0471976   -7.6215870405e-04    6.4617944318e-04
   0.0872665   1.3089969   -8.2019888200e-04    7.6253387262e-05
   0.0872665   1.5707963   -9.0195285626e-04   -3.2493840663e-04
   0.0872665   1.8325957   -5.1497002737e-04   -7.2649036544e-04
   0.0872665   2.0943951   -1.9593874329e-04   -9.8182753335e-04
   0.0872665   2.3561945    3.3668273212e-04   -8.3909402492e-04
   0.0872665   2.6179939    5.8015879430e-04   -3.8521193789e-04
