# time  Re(R=14)  Im(R=14)  Re(R=30)  Im(R=30)
8.0500000000004306e+01  9.4864611130075476e-03  -2.8987379011892467e-11  -1.0391964842672867e-02  2.3115076137349665e-12
8.1000000000004505e+01  8.5237811086349459e-03  -1.1988032886765408e-11  -9.0545122446904752e-03  2.8617407922537641e-12
8.1500000000004803e+01  7.7424254673736205e-03  -1.0751505825771276e-11  -7.6721742014051950e-03  1.0750079008936021e-12
8.2000000000005002e+01  6.7485333180820287e-03  -2.3472670547297668e-11  -6.2485359287029561e-03  9.1112943809167936e-13
8.2500000000005301e+01  5.3093775257671977e-03  -4.8199246060565224e-11  -4.8100637684816401e-03  -5.3262122902235365e-13
8.3000000000005599e+01  3.7011067423637295e-03  -9.3442369883129772e-11  -3.3439159019891429e-03  8.6411359533457906e-13
8.3500000000005798e+01  2.3245430896930534e-03  -1.2592138885558291e-10  -1.8645318508403988e-03  2.5797246114192107e-12
8.4000000000006096e+01  1.3429816682037337e-03  -1.3393534409122205e-10  -4.0033716760695941e-04  3.6872782646506545e-12
8.4500000000006295e+01  4.2141265126247507e-04  -1.1374476972689186e-10  1.0668052872778719e-03  1.4201474291179283e-12
8.5000000000006594e+01  -5.4507923596749898e-04  -7.5505605369138081e-11  2.5081857223884390e-03  -2.7307131978803606e-12
8.5500000000006807e+01  -1.7617799736265754e-03  -2.2928425068399934e-11  3.9056737416226384e-03  -4.5180764850411871e-12
8.6000000000007105e+01  -3.0145149521480247e-03  4.2974455225397619e-11  5.2972167530333158e-03  -3.4041938376267594e-12
8.6500000000007304e+01  -4.1221557477581312e-03  8.7554035907173172e-11  6.6503250064930330e-03  -6.0433667957633143e-13
8.7000000000007603e+01  -5.1183847421734010e-03  1.2060003997782075e-10  7.9412294445220886e-03  -1.0170480790557858e-12
8.7500000000007901e+01  -5.8281999374570192e-03  1.2619753024967640e-10  9.1958528492040482e-03  1.3832768345481070e-12
8.8000000000008100e+01  -6.5124822786894639e-03  1.0639677889266209e-10  1.0396121756220868e-02  2.7385710886507209e-12
8.8500000000008399e+01  -7.2237430147429529e-03  6.9848331992979941e-11  1.1499639433554500e-02  3.2531858879924352e-14
8.9000000000008598e+01  -7.8433496634807923e-03  5.4348656299127093e-11  1.2511606470997571e-02  2.0919087995044730e-13
8.9500000000008896e+01  -8.5053145012477030e-03  9.6845749308742141e-11  1.3452747319944766e-02  1.8133551707736825e-12
9.0000000000009095e+01  -9.2379198464753818e-03  9.3101930299325369e-11  1.4298370001387282e-02  1.5912818344910803e-12
9.0500000000009393e+01  -9.7076914773964185e-03  4.4302694220560998e-11  1.5047652239081114e-02  -1.0616424324936050e-12
9.1000000000009607e+01  -1.0070606485036594e-02  -1.1239050219191780e-10  1.5724373609439353e-02  -2.0629413907918663e-12
9.1500000000009905e+01  -1.0282739235330483e-02  -2.9277178180035042e-10  1.6306991890792096e-02  2.6438389238297999e-12
9.2000000000010203e+01  -1.0172496627507983e-02  -4.2301514747370827e-10  1.6776749459870465e-02  4.4721096332969550e-12
9.2500000000010402e+01  -9.9766897583662400e-03  -4.0353128589926980e-10  1.7152257353408883e-02  3.3530663190667678e-12
9.3000000000010701e+01  -1.0216891172413735e-02  -3.3664520564061510e-10  1.7440666122284159e-02  7.2656114523221571e-14
9.3500000000010900e+01  -1.0755855146665511e-02  -2.9824263263535393e-10  1.7606918411978915e-02  -2.0214719790656935e-12
9.4000000000011198e+01  -1.1066143846052824e-02  -3.0999985465558582e-10  1.7650028668324089e-02  -4.2149436203656535e-12
9.4500000000011397e+01  -1.0710805541205305e-02  -3.3477795418099487e-10  1.7598286989316311e-02  -2.9728650774831292e-12
9.5000000000011696e+01  -1.0299198373353233e-02  -3.6187917236138250e-10  1.7453931509811140e-02  -1.4005053830513058e-12
9.5500000000011994e+01  -1.0607077776071965e-02  -3.9458324269396518e-10  1.7217755393780277e-02  1.6156877674948153e-12
9.6000000000012193e+01  -1.0648700606055935e-02  -4.4985384089823522e-10  1.6875037301491660e-02  1.5787423248586098e-12
9.6500000000012506e+01  -1.0163469357522024e-02  -5.1376840322093489e-10  1.6444994637870386e-02  -1.6664174516201405e-12
9.7000000000012705e+01  -9.3563427760176548e-03  -6.4820355474907694e-10  1.5915902433771074e-02  -4.2356530168842759e-12
