# time  R_axis r_axis  R_face r_face  R_body r_body  step   (min R = r/sqrt(chi) over r > 2 along (1,0,0), (1,1,0), (1,1,1))
190.0000  9.812379 27.7523  9.937480 27.0471  10.012603 27.9293  19000
191.0000  9.781610 28.2522  9.953658 27.4007  9.789077 27.9293  19100
192.0000  9.761285 28.2522  9.975844 27.4007  9.624917 27.9293  19200
193.0000  9.732241 28.7522  10.022245 27.4007  9.531421 27.9293  19300
194.0000  9.708473 28.7522  10.038897 28.1078  9.487995 27.9293  19400
195.0000  9.681541 29.2521  10.073047 28.1078  9.466859 27.9293  19500
