# time  Re_m-2(R=10)  Im_m-2(R=10)  Re_m-1(R=10)  Im_m-1(R=10)  Re_m0(R=10)  Im_m0(R=10)  Re_m1(R=10)  Im_m1(R=10)  Re_m2(R=10)  Im_m2(R=10)  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=18)  Im_m-2(R=18)  Re_m-1(R=18)  Im_m-1(R=18)  Re_m0(R=18)  Im_m0(R=18)  Re_m1(R=18)  Im_m1(R=18)  Re_m2(R=18)  Im_m2(R=18)  Re_m-2(R=22)  Im_m-2(R=22)  Re_m-1(R=22)  Im_m-1(R=22)  Re_m0(R=22)  Im_m0(R=22)  Re_m1(R=22)  Im_m1(R=22)  Re_m2(R=22)  Im_m2(R=22)
2.6000000000001300e+01  -1.6998781786206740e-13  -3.6654688019300098e-09  -2.3256877018589533e-08  -2.6959839915193718e-08  -6.0086901977719201e-04  3.2750389808550077e-13  -1.4864020867862116e-08  1.8566853590790826e-08  2.2376798944631066e-13  3.6652205818040383e-09  -2.8491071068697403e-13  4.9785571834665196e-09  -2.6878499780666203e-08  -2.3155058395413694e-08  1.1730128138695904e-05  5.0342882527379288e-13  -2.6878556255170501e-08  2.3154672615644916e-08  4.4893150403937092e-13  -4.9780483796579104e-09  2.4306324563229566e-13  1.3428679568374243e-08  3.9653076054959343e-09  1.0903280773681800e-08  6.3959899599090928e-05  -2.1291154352603280e-13  3.9652041145780872e-09  -1.0902606254801983e-08  -3.7334417413506664e-13  -1.3428624081728947e-08  1.5473559991943222e-13  6.4498540800553781e-09  -6.3006883267319019e-09  -1.8667634861778291e-09  9.9130692264986212e-06  5.2019144661763995e-14  -6.2993930275234822e-09  1.8654994714997729e-09  -6.0742248877855049e-13  -6.4509323432462085e-09
2.7000000000001400e+01  -2.5414403668734828e-14  -6.8654642204780343e-10  -1.7501480155106288e-08  -1.8169769898523305e-08  -6.0365939344215135e-04  3.0197215141485791e-14  -1.9698747484903580e-08  2.0365846837680895e-08  5.4983168193104334e-15  6.8685817521863964e-10  5.9410581991481337e-13  2.2016457196587786e-09  -1.6635193554026721e-11  2.6879650780259928e-09  -1.4790971279251790e-04  5.9815912324278348e-14  -1.7602306168955278e-11  -2.6874742284161080e-09  6.5273713278805426e-13  -2.2019459742067840e-09  -1.2937873731276964e-13  8.1177167527722612e-09  9.7946060181525856e-09  1.7648008356326733e-08  1.2526834219707289e-04  2.3976697211674178e-13  9.7944910251529966e-09  -1.7649254695801372e-08  -2.1405547823741143e-13  -8.1184916667560842e-09  -8.5047312095046208e-13  1.3006130994914966e-08  7.3320902062522725e-09  1.6045269615441578e-08  1.9914365496644861e-05  6.4539956966039750e-14  7.3316739063705060e-09  -1.6043789939728140e-08  -9.1083742029420394e-13  -1.3004863830733994e-08
2.8000000000001599e+01  -4.1923542086998729e-13  4.3887581052563129e-09  -3.3234455200139211e-09  1.0288226411478400e-09  -5.4783687384972349e-04  -6.3891735878072330e-13  -8.0141705569031552e-09  3.6620690249910409e-09  -1.8886302967132466e-13  -4.3877915076474021e-09  -7.8190133219796059e-13  -9.9287322976880052e-09  -8.0533988125536279e-09  -1.5390084963804824e-08  -2.9044877405736926e-04  4.7421411050514107e-13  -8.0540197489232402e-09  1.5390342733891048e-08  2.1167823466160395e-13  9.9296049696245664e-09  -3.6157219333397783e-13  -5.5443855551326379e-10  -6.2321787572414186e-09  -6.1493219244604845e-09  1.5581761219922707e-04  -3.3329416762586546e-13  -6.2317145546861452e-09  6.1506766416977332e-09  8.2166132478264356e-13  5.5593030810017510e-10  -2.6249902269834327e-13  -7.1169174094280676e-09  -4.2569077059646406e-09  -6.0890333820925091e-09  -2.6998495483061266e-05  -5.2006412009002963e-13  -4.2588080153362192e-09  6.0881154691797914e-09  -1.0454221472820128e-12  7.1168084706579212e-09
2.9000000000001702e+01  -5.6198203993707609e-13  5.9949620430142128e-09  -9.1563412891830094e-08  -8.5661683332205744e-08  -4.2211615884784232e-04  -2.7270451258133635e-13  -1.2769467765203754e-07  1.2179164254465551e-07  -4.0785118762207579e-13  -5.9953852320267562e-09  -5.8828545907564283e-13  -3.6522523249621263e-09  1.4586566037847948e-08  1.1814774676355773e-08  -4.1155870213867643e-04  1.1101141599492892e-13  1.4585634165050294e-08  -1.1814818432594465e-08  5.5548239421566900e-13  3.6509012386398103e-09  1.2064025104364809e-12  -7.6238363828617151e-10  1.1450702109635660e-10  7.3679556214399595e-10  1.3114066863732148e-04  -1.4633009627093278e-13  1.1544685473731859e-10  -7.3742199029754245e-10  -3.2601931671054810e-13  7.6135631336623223e-10  5.6129674666832231e-14  3.0342047433076526e-09  -1.3841646408777239e-09  -6.3113631953074989e-09  -4.6508546151927058e-05  -1.1444690239778690e-12  -1.3833771427143323e-09  6.3089119683545154e-09  -7.9467592550447200e-13  -3.0348308050156359e-09
3.0000000000001901e+01  -1.3500450651087997e-13  -9.3097273505608783e-09  -5.4303783473991848e-09  -1.4604417695330840e-08  -2.6485441159022796e-04  -2.7741687416925909e-13  -4.1657998626371475e-08  5.0833158243248844e-08  -9.1712225828905062e-13  9.3092949465609897e-09  -8.9725235362268069e-14  3.3806714820175247e-08  1.5097583529149777e-09  2.5617498678560837e-08  -5.0023669329825467e-04  1.3622895336233175e-12  1.5101059302217842e-09  -2.5617248445050847e-08  -2.7792692186847337e-14  -3.3806331119090849e-08  -1.9494156059226753e-13  -6.5427406352354141e-11  4.3600354197681297e-09  4.8471298254282247e-09  6.4646071314650492e-05  5.0667090871930520e-13  4.3586841880064814e-09  -4.8447310552105042e-09  -1.2914512751413724e-12  6.7785865449502162e-11  1.5036201500660671e-12  -1.1073300901473847e-08  6.4889297756245029e-09  2.8354801340727885e-09  1.1188475170682317e-05  7.6019877136580301e-13  6.4894963163258996e-09  -2.8337166615934580e-09  -1.0817892491924992e-13  1.1072638872009123e-08
3.1000000000002000e+01  1.1023815434868480e-13  -8.8309736568578342e-10  7.3657863978896684e-08  7.2708147941503904e-08  -9.8584291111630898e-05  1.2017026214023422e-12  1.4524806793028066e-08  -1.3575424262583599e-08  2.2735164992643276e-12  8.8366076881226929e-10  -1.3681937150043027e-13  -8.0996634944087229e-08  -2.0455221563623182e-08  -8.0991585797440417e-08  -5.1794322432689981e-04  -3.3981271047048520e-13  -2.0456167109559349e-08  8.0993456761510905e-08  -9.8929798912151016e-13  8.0998837944462793e-08  1.5005035528345730e-12  9.5823196835296267e-09  -1.4268286331761715e-09  5.8216180943738539e-09  -7.1369584289829655e-05  -2.0257091160636921e-13  -1.4276076051389235e-09  -5.8207131653036313e-09  -1.1936579131956682e-12  -9.5827378272193637e-09  1.1660739590290948e-13  1.1373675255522800e-08  -4.8759721985933996e-09  4.1594671814691188e-09  8.0542818439930522e-05  8.9235031386676461e-13  -4.8759669782198286e-09  -4.1590208302376512e-09  -3.8629161225215993e-13  -1.1374592428298620e-08
3.2000000000002203e+01  -1.7698422375642940e-12  4.7743767048266621e-09  5.0014007803529348e-08  5.4752082531544666e-08  7.3890596444789621e-05  1.8241756549947216e-13  8.6363165667368319e-08  -9.1103194676513126e-08  2.3817212093645779e-12  -4.7744906217162302e-09  -1.2670653559258269e-12  1.2472313861036662e-07  2.6623521432883044e-08  1.1724952605797583e-07  -4.9196087198440108e-04  5.2787440403367958e-14  2.6622298846686710e-08  -1.1725052858303668e-07  6.3713531892482134e-13  -1.2472549687292592e-07  -3.3861084560582877e-12  1.4742496241689129e-08  -4.0439942425898674e-09  8.8143399385777379e-09  -2.2866259510956482e-04  2.9298983789682376e-12  -4.0436783864605371e-09  -8.8142109163964516e-09  8.4289667508493724e-13  -1.4741052937318690e-08  -2.8942052568036091e-12  7.7350554863463539e-09  -2.2344750447001103e-09  3.4094345448436957e-09  1.3517811655558779e-04  5.0128508718094312e-13  -2.2328077293768942e-09  -3.4074909921227231e-09  9.3814026084388024e-13  -7.7371316979483430e-09
3.3000000000001997e+01  -1.0830324161217845e-12  -5.3556316593937122e-10  1.9689805427302427e-08  1.9246017400648382e-08  2.2378531424619965e-04  -5.9666914797132787e-14  2.1121351955479519e-08  -2.0674287039326912e-08  -2.2495493264558793e-12  5.3436131825972562e-10  6.0622402455198801e-13  -3.4290371409220335e-07  -4.1180258820585798e-08  -2.9017345876828345e-07  -3.8541386091931726e-04  1.5041198073275033e-12  -4.1177661229212841e-08  2.9017306123885238e-07  -2.3613256625129533e-12  3.4290415239690064e-07  5.4221806392361497e-13  -2.8997467145321065e-09  5.8845665184561599e-09  2.0859363128959240e-10  -3.6678372598488845e-04  -5.2839107072168332e-12  5.8862807816663597e-09  -2.0946375207411054e-10  1.2930695716700740e-12  2.8999195796031599e-09  -1.4285534055697612e-12  6.8673351172938705e-09  7.2465981565195053e-10  1.7120789999892767e-09  1.6434964843931114e-04  9.8547426702256060e-13  7.2323099466120531e-10  -1.7132520905269675e-09  -1.6040908597873589e-12  -6.8639583508507993e-09
3.4000000000001798e+01  -7.1147442261135192e-13  -1.5963153427272580e-08  2.5246193234572876e-08  9.6939787076970004e-09  3.3475801073114600e-04  8.7758483502999017e-13  3.0066022228610036e-08  -1.4514882488923830e-08  1.1190466269881706e-12  1.5963710977587310e-08  7.5580799725463959e-13  1.7867338166905910e-07  -2.6168875744761247e-08  1.0173004390141098e-07  -2.1931114668622960e-04  -9.3819744004851673e-13  -2.6166955714628033e-08  -1.0172923247653439e-07  -2.2276486040937719e-12  -1.7867208924302239e-07  4.1059599909771655e-13  -7.3773115181365782e-09  3.5464205747267093e-10  -1.5228290878205008e-09  -4.5762783505708441e-04  9.6875727202255535e-13  3.5310343698093559e-10  1.5212145093342484e-09  1.8055008882765855e-12  7.3771662801990917e-09  8.2764254231436398e-13  2.2007718610217418e-08  2.0601445208356821e-09  1.8300736056792131e-08  9.2090860048318568e-05  -1.6571945518435609e-12  2.0583290269273411e-09  -1.8295812262344692e-08  2.5571128755975356e-13  -2.2012545325218830e-08
3.5000000000001599e+01  3.0980274208691679e-12  -2.9866062586549177e-08  -6.2402087623212753e-08  -9.1652261950856594e-08  4.1128487034606848e-04  -8.0957732767423851e-14  -1.4169091871904568e-07  1.7094129876569848e-07  1.4194748156437324e-12  2.9861824549054191e-08  3.0121185207735888e-12  1.8077956563940544e-07  -1.2980321686200132e-08  1.1829653936608662e-07  -4.5851372469621117e-05  1.9145674106007748e-12  -1.2982219758250939e-08  -1.1829679872662455e-07  -1.4880051376466629e-12  -1.8077876157417731e-07  4.1823087576319628e-12  3.0931921531686955e-08  -7.9766365771635625e-09  1.6554196834598467e-08  -4.7540123602482194e-04  -4.8930919869753918e-12  -7.9766109148616787e-09  -1.6557547743323288e-08  9.4444711865043665e-13  -3.0933865348397970e-08  -4.8385754401319134e-12  -3.1044740737039459e-09  -1.3287055540497892e-08  -1.0553753972755869e-08  -1.0136721756542523e-05  3.1658153118195564e-13  -1.3292102521609025e-08  1.0553720392540680e-08  -6.9189918740632794e-12  3.1050537099966672e-09
