time  net_outward_flux  psi4_boundary_amp
0.0000000000000000e+00  0.0000000000000000e+00  4.6793177068353870e-06
5.0000000000000000e-01  -5.9673037206430250e-07  5.2776565753294772e-06
1.0000000000000000e+00  7.8468715785143241e-07  5.0656357627732642e-06
1.5000000000000000e+00  9.0891752392912724e-06  4.4819053088339772e-06
2.0000000000000000e+00  2.1285882311238363e-05  4.4731007436519573e-06
2.4999999999999898e+00  3.4270678040799649e-05  4.5416863535203578e-06
2.9999999999999800e+00  4.7130176331134696e-05  4.4941173021797651e-06
3.4999999999999698e+00  5.8794968279086542e-05  4.4400532623314856e-06
3.9999999999999600e+00  6.8515762160525735e-05  4.4083003800897515e-06
4.4999999999999503e+00  7.6810105865796765e-05  4.3657866192433988e-06
4.9999999999999396e+00  8.5026766073840725e-05  4.2915500970024228e-06
5.4999999999999298e+00  9.3870635109733042e-05  4.2014706027274025e-06
5.9999999999999201e+00  1.0280138756559421e-04  4.1176165646605982e-06
6.4999999999999103e+00  1.1108195926367887e-04  4.0380402219693219e-06
6.9999999999998996e+00  1.1879726440375027e-04  3.9497210396244600e-06
7.4999999999998801e+00  1.2665664851480029e-04  3.8448192075125743e-06
7.9999999999998703e+00  1.3508595553010156e-04  3.7269876219379123e-06
8.4999999999998597e+00  1.4362605086873142e-04  3.6024167802686525e-06
8.9999999999998508e+00  1.5130961217182828e-04  3.4690093739120827e-06
9.4999999999998401e+00  1.5766819888220305e-04  3.3235293762694233e-06
9.9999999999998295e+00  1.6315304277722607e-04  3.1674398247573355e-06
1.0499999999999799e+01  1.6845651133913438e-04  2.9996030256438559e-06
1.0999999999999799e+01  1.7368816780070098e-04  2.8135523874500678e-06
1.1499999999999799e+01  1.7837453631162350e-04  2.5979618365659294e-06
1.1999999999999799e+01  1.8202847389828760e-04  2.3557083138762943e-06
1.2499999999999799e+01  1.8457391554456561e-04  2.1149997738396210e-06
1.2999999999999799e+01  1.8645252157203408e-04  1.9034392603183097e-06
1.3499999999999799e+01  1.8853356887152940e-04  1.7319106640690590e-06
1.3999999999999700e+01  1.9171944839445842e-04  1.6153395310054371e-06
