# time  Re(R=10)  Im(R=10)  Re(R=14)  Im(R=14)  Re(R=18)  Im(R=18)
2.3000000000000799e+01  1.0845435325276407e-02  -1.1432227324258528e-13  -3.9262997433339832e-03  -2.9091883115881472e-15  -8.6331002229562415e-03  -6.8202037483394205e-14
2.4000000000000998e+01  1.4784065863551969e-02  2.5121139500255652e-14  -7.5008996462939688e-04  -4.7522709390319636e-15  -8.3036631203052148e-03  -1.2214390027592487e-13
2.5000000000001101e+01  1.8185829207538064e-02  -6.6878864830410491e-14  2.7438234291462982e-03  4.7793554792649099e-15  -7.3827721732445169e-03  -2.4199990442197661e-14
2.6000000000001300e+01  2.0836543397377796e-02  2.9947805409219410e-15  6.3402574135324073e-03  3.8024134727020217e-14  -5.8562443647158565e-03  -8.9768468899600597e-15
2.7000000000001400e+01  2.2569208929863714e-02  -1.1293252587120763e-14  9.8848612256599629e-03  9.3772125396525191e-14  -3.7411346707293285e-03  4.8593814871723592e-14
2.8000000000001599e+01  2.3276535139314502e-02  9.9889149888861141e-14  1.3145164864568869e-02  3.5596905780139603e-14  -1.1484663699908677e-03  7.6994964364043125e-15
2.9000000000001702e+01  2.2910357166981764e-02  5.6281827136167357e-14  1.5951387418013160e-02  4.2607547662783566e-15  1.7879565199184334e-03  -1.3196146598544326e-13
3.0000000000001901e+01  2.1473439688493957e-02  -3.2394838595211761e-14  1.8180218306961704e-02  -8.4273967817542956e-14  4.9261414428613702e-03  3.0178339666556093e-14
3.1000000000002000e+01  1.9048815403801128e-02  -1.0167214114029054e-13  1.9675090137579575e-02  -6.5230241049147111e-14  8.0642227829202402e-03  2.3652947305166462e-13
3.2000000000002203e+01  1.5785100612446354e-02  1.0314827558216131e-13  2.0358856643288327e-02  6.6913811993680994e-14  1.1051056790261783e-02  -9.3858813924720748e-14
3.3000000000001997e+01  1.1886428152558750e-02  7.7723150978736011e-15  2.0179377419935640e-02  -4.9550941323343964e-14  1.3704756715519330e-02  1.0689331785898457e-13
3.4000000000001798e+01  7.5832311863723847e-03  2.2619241508727802e-14  1.9125714159885149e-02  3.8420011483257055e-14  1.5899774258654530e-02  3.9052875008534303e-13
3.5000000000001599e+01  3.1197565011454346e-03  6.2499666194643397e-14  1.7258751029160507e-02  2.1476673976469858e-13  1.7494652329076481e-02  4.0308529715027289e-13
3.6000000000001400e+01  -1.2442774042810533e-03  -6.0914619507816218e-14  1.4648056124567588e-02  -1.8868890507170671e-13  1.8422578026734165e-02  4.8277633264384072e-13
3.7000000000001201e+01  -5.3335883252537981e-03  2.7524853369917499e-13  1.1436156415337488e-02  -1.8961949263113085e-13  1.8588926237804462e-02  -2.6526508860421678e-13
3.8000000000001002e+01  -8.9821789583926764e-03  -1.3483773935108982e-13  7.7965266331626211e-03  -4.2764952060069628e-14  1.8002599475412776e-02  -5.8505483744690230e-14
3.9000000000000803e+01  -1.2060376720995223e-02  -1.6289877953204477e-13  3.8856466443725418e-03  -2.9966062717353532e-13  1.6646226156439979e-02  7.3400792242063722e-13
4.0000000000000597e+01  -1.4520273264376460e-02  2.8140005820079463e-14  -4.9786130393012035e-05  -7.6762776023414021e-14  1.4579658245198454e-02  9.7577412563496649e-13
4.1000000000000398e+01  -1.6356156833828787e-02  1.5171054910421619e-13  -3.8823217809137332e-03  1.3924891225307974e-13  1.1932537718854840e-02  2.2610415146161238e-13
4.2000000000000199e+01  -1.7570709851010138e-02  -2.0594506200501634e-13  -7.3905601236364414e-03  -4.3393324881358330e-14  8.7803558379400300e-03  4.8333665827921836e-14
4.3000000000000000e+01  -1.8193825916777789e-02  6.7936013299956285e-14  -1.0487221081747397e-02  -2.7286278451158679e-13  5.2857300127945924e-03  9.8960407815705726e-14
4.3999999999999801e+01  -1.8270841787047801e-02  1.7143055714209523e-13  -1.3090797218178702e-02  -9.1759657064286620e-14  1.6640058586221602e-03  1.1563506204587671e-13
4.4999999999999602e+01  -1.7855539119384669e-02  -3.8491498602315815e-13  -1.5120817711380694e-02  -1.0824945815924106e-13  -1.9834577943364622e-03  -9.8574222024298918e-13
4.5999999999999403e+01  -1.7021209754212244e-02  -3.2413353504593988e-13  -1.6596505150307451e-02  -2.4393990781502816e-13  -5.4356021082572524e-03  -5.9323056139591241e-13
4.6999999999999197e+01  -1.5779917005807834e-02  -9.4401912431963562e-14  -1.7504554143940962e-02  1.3547931123533268e-13  -8.6270006646863451e-03  -1.8763046927089977e-13
4.7999999999998998e+01  -1.4237123570017812e-02  2.7104051689825858e-13  -1.7863866319443183e-02  -5.2267161304688024e-13  -1.1399255183283902e-02  1.5485832039990500e-12
4.8999999999998799e+01  -1.2418714389910299e-02  1.4220195036846883e-13  -1.7752326865727058e-02  -1.0750550869815113e-12  -1.3683276400188037e-02  -4.0847020990370815e-13
4.9999999999998600e+01  -1.0394904624372602e-02  -7.0386742891408339e-14  -1.7107072272778953e-02  -1.0824463057966147e-12  -1.5471130527336709e-02  -3.6956095408535324e-12
5.0999999999998401e+01  -8.2164318191143941e-03  -8.2929079734568369e-13  -1.6126134374260470e-02  1.9428628259331269e-13  -1.6700533829830871e-02  1.4914484523382590e-12
5.1999999999998202e+01  -5.9475685231349749e-03  -3.5351252100499716e-14  -1.4753940629677217e-02  9.7640668486365743e-13  -1.7436834666549356e-02  8.6996138337690375e-13
5.2999999999998003e+01  -3.6400961126860426e-03  9.6672411775649499e-14  -1.3035113112623087e-02  4.4047142254745195e-14  -1.7610869735164219e-02  -3.3048831510882988e-12
5.3999999999997797e+01  -1.3553272726507658e-03  3.1117328641795169e-13  -1.1142557210778576e-02  -4.5989989449744071e-13  -1.7316518927896929e-02  -1.7344299271798155e-13
5.4999999999997598e+01  8.7116382023909159e-04  1.6126478878757569e-13  -9.0032053190265103e-03  -1.4887578253409492e-12  -1.6539781638629722e-02  4.9017883944351575e-12
5.5999999999997399e+01  2.9991610441889166e-03  2.4343088552266272e-13  -6.7471885408515947e-03  -1.2807446925317234e-12  -1.5425719512682535e-02  1.0031992811729373e-11
5.6999999999997200e+01  4.9373222562351902e-03  7.8858451039113174e-13  -4.3891321515145253e-03  -2.8797112717650093e-12  -1.3876960248117536e-02  5.1562322374445286e-12
5.7999999999997002e+01  6.7056787095397729e-03  1.4277463923718759e-13  -2.0215352317771019e-03  -2.5251341416176495e-12  -1.2172459586335569e-02  8.4351101295285805e-13
5.8999999999996803e+01  8.2066946402574656e-03  1.9426746487626926e-13  2.5118260465173398e-04  2.8343131074793833e-12  -1.0036320564081594e-02  8.0276169525154235e-12
5.9999999999996597e+01  9.4541608694760412e-03  -8.2383615717421142e-13  2.5204130867796876e-03  1.1765795924893220e-12  -7.8864297541448320e-03  7.7998937411576266e-12
6.0999999999996398e+01  1.0392902310553643e-02  3.3178095817976549e-14  4.5296016528992723e-03  -2.8277377504748204e-12  -5.5310485150049738e-03  3.5860524867919191e-12
6.1999999999996199e+01  1.1010312999376161e-02  5.4502296510635859e-13  6.3994601049211508e-03  -4.3079589536934216e-12  -3.1783873952536887e-03  6.1745926960609609e-12
6.2999999999996000e+01  1.1305255562266990e-02  4.6564085291804290e-13  8.0682039061074334e-03  1.0848305609769027e-12  -7.3071094677424784e-04  3.9814408756745150e-12
6.3999999999995801e+01  1.1274252891153623e-02  -9.0160032749358473e-13  9.4198309128259491e-03  9.6916705464880278e-12  1.5415816394387582e-03  3.8245315844469786e-11
6.4999999999996305e+01  1.0897769205932186e-02  8.8529584329762035e-13  1.0428890559871166e-02  6.7256640768379608e-12  3.6000506156261135e-03  8.0262084396419514e-12
6.5999999999996902e+01  1.0220460265416209e-02  -1.4610936579740375e-12  1.1155798987035526e-02  -6.5832159681534301e-12  5.6446402649353604e-03  -1.0302468214344426e-12
6.6999999999997399e+01  9.2287944006271428e-03  -7.4536598227941091e-13  1.1586105388667233e-02  -9.0170387605377670e-13  7.3587772303779029e-03  3.1495649093951442e-12
6.7999999999997897e+01  7.9751050726818914e-03  -6.5465880069654431e-13  1.1599446536443674e-02  -4.3162426169567244e-12  8.8724729267105375e-03  -1.4828227278396921e-11
6.8999999999998394e+01  6.6225344363165274e-03  -5.9273746113588981e-13  1.1296172088967955e-02  -2.0240590149552876e-11  1.0042066782909916e-02  1.8790935593207430e-11
6.9999999999998906e+01  5.0300352359439757e-03  1.0408124670057082e-12  1.0660470059832509e-02  -8.1659770703176224e-12  1.1105688764572932e-02  -4.3552060850356967e-11
7.0999999999999403e+01  3.4602702526172415e-03  -5.1928780258834936e-13  9.6734223991908931e-03  1.1780076579517259e-11  1.1490707210281918e-02  -2.3959397612972856e-11
7.1999999999999901e+01  1.8581266780502573e-03  -3.2334091933333524e-13  8.6931371494760080e-03  1.4882364186936820e-11  1.1720986044151730e-02  1.0725828758020423e-11
7.3000000000000398e+01  2.6209458953079179e-04  3.2654943044714077e-12  7.3553339300223234e-03  -7.4195460735310266e-12  1.1496028602236140e-02  -4.9536170420767252e-11
7.4000000000000995e+01  -1.1593606983471617e-03  9.6851461721881106e-13  5.5450169259101678e-03  -5.6466313086042343e-12  1.1158909653232803e-02  -4.1193295909033273e-11
7.5000000000001506e+01  -2.5608320959775326e-03  3.8684273815003629e-13  4.0179348804896022e-03  1.6501646308832458e-11  1.0093642857111349e-02  3.9787868215349295e-12
7.6000000000002004e+01  -3.6851855472941741e-03  -1.5352189461150136e-12  2.4702408296166998e-03  2.7967698474106488e-11  9.4607116941018195e-03  -1.1254944726889304e-11
7.7000000000002501e+01  -4.6650796188124968e-03  -2.0506419412154317e-12  1.0236350234980054e-03  -1.2778597254793101e-11  8.1119764390418445e-03  -6.2132476812130660e-11
7.8000000000002998e+01  -5.4361225198209968e-03  2.7430017722816714e-12  -8.2096751733524618e-04  -3.1932345128975568e-11  6.4377656127295900e-03  4.4382588346126775e-12
7.9000000000003496e+01  -5.9930639269377070e-03  4.9298037857606537e-12  -2.3706942828383339e-03  -6.2149034532370584e-11  5.2981248222195715e-03  -5.4647419932914926e-11
8.0000000000003993e+01  -6.3851676124836061e-03  3.0274367871526524e-12  -3.5503407192549320e-03  -8.6567426753287940e-11  3.0225889827777607e-03  -6.9239209007939603e-11
8.1000000000004505e+01  -6.5960310057782759e-03  5.4920541994846942e-12  -4.4541176300284206e-03  -6.2402011062190660e-11  1.9025388578008992e-03  6.5051817733303994e-11
8.2000000000005002e+01  -6.5218494694640056e-03  7.5471122731653104e-12  -5.4503364951516975e-03  -5.3819725113552916e-11  4.5663353043856890e-04  -7.0094298090690376e-11
8.3000000000005599e+01  -6.4626621271850013e-03  4.9962706003627393e-12  -6.3284408393116370e-03  -1.9427387811846676e-11  -1.2199894941127376e-03  -5.7028156626921069e-11
8.4000000000006096e+01  -6.0730176302470455e-03  4.9136399875830045e-12  -6.5358645595438511e-03  9.4873310647365780e-12  -2.5235799239870854e-03  2.2411153156301190e-10
8.5000000000006594e+01  -5.6628632886129284e-03  -4.1545633706467180e-13  -7.0301643145337118e-03  6.9290506698595072e-11  -3.7814722171702377e-03  4.9523201754956973e-10
8.6000000000007105e+01  -5.0045614026358364e-03  -7.7422693006785517e-12  -7.0147611291397974e-03  2.0485408990804150e-10  -5.1323982441474209e-03  1.6423076342548937e-10
8.7000000000007603e+01  -4.4678960151573899e-03  -1.3612623155691974e-12  -7.2925090684243469e-03  1.8856484994635270e-10  -5.6108030542176184e-03  -2.5611601157562806e-10
8.8000000000008100e+01  -3.6128059583906752e-03  1.2637584438249616e-11  -6.8468417824778405e-03  6.4223389097218405e-11  -6.2239170487511670e-03  3.7858972320030143e-11
8.9000000000008598e+01  -2.8954818812344466e-03  5.5524119104509965e-12  -6.7805416770365633e-03  1.4035596145816878e-10  -7.5333153732831592e-03  4.8752137043395807e-11
