# time  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=30)  Im_m-2(R=30)  Re_m-1(R=30)  Im_m-1(R=30)  Re_m0(R=30)  Im_m0(R=30)  Re_m1(R=30)  Im_m1(R=30)  Re_m2(R=30)  Im_m2(R=30)
0.0000000000000000e+00  -3.9077401453174541e-03  1.1536582954876208e-03  7.4434337426538963e-07  2.7910953912651990e-06  3.2103480275074651e-03  -3.6358042227943588e-17  7.4434338861097489e-07  -2.7910954133094618e-06  -3.9077401453166309e-03  -1.1536582954874298e-03  -2.0093778891741310e-04  1.7938213279917217e-04  1.7525590534160187e-07  1.1066471417559878e-07  1.6328402244759243e-04  -2.6591011192272657e-17  1.7525591170978670e-07  -1.1066472117892509e-07  -2.0093778891748122e-04  -1.7938213279913788e-04
5.0000000000000000e-01  -3.8064993558242135e-03  1.1510392291895267e-03  7.9711411383813551e-07  2.7359598674029788e-06  3.1346173047723225e-03  3.0349952829774110e-15  7.9711411828462110e-07  -2.7359598563290098e-06  -3.8064993558186697e-03  -1.1510392291904062e-03  -1.9895801537563504e-04  1.9240671765144896e-04  1.4601769371984828e-07  1.1814415605312066e-07  1.6250484182974269e-04  2.6294099674480423e-16  1.4601769265099117e-07  -1.1814415758582453e-07  -1.9895801537667067e-04  -1.9240671765072338e-04
1.0000000000000000e+00  -3.6936300223901204e-03  1.1455766919420888e-03  8.4763053027862179e-07  2.6730655720484422e-06  3.0502150099378017e-03  -5.9568608455195377e-15  8.4763054928207966e-07  -2.6730656010559985e-06  -3.6936300223791999e-03  -1.1455766919499172e-03  -1.9699656420231121e-04  1.9017807139677260e-04  6.5458392032710184e-08  1.1855959211344449e-07  1.6131354695548053e-04  -5.5466609209633072e-16  6.5458392145197126e-08  -1.1855959175901693e-07  -1.9699656420490768e-04  -1.9017807139652161e-04
1.5000000000000000e+00  -3.5678675782698168e-03  1.1332197319926039e-03  8.9348308535855831e-07  2.6012166362669602e-06  2.9569058659602741e-03  -6.6733016410979590e-15  8.9348303609116783e-07  -2.6012166240112845e-06  -3.5678675782706182e-03  -1.1332197319919525e-03  -1.9475604059852606e-04  1.8761331389901282e-04  8.1993404562867020e-08  1.1699022130381212e-07  1.5974620267597263e-04  1.6393138833214297e-15  8.1993405485953256e-08  -1.1699021839091136e-07  -1.9475604060231069e-04  -1.8761331389823655e-04
2.0000000000000000e+00  -3.4272759742271460e-03  1.1179585892320456e-03  9.3831889373541455e-07  2.5209735370522510e-06  2.8532884256279971e-03  -5.7866089171873178e-15  9.3831887788670485e-07  -2.5209735454666446e-06  -3.4272759742152259e-03  -1.1179585892061097e-03  -1.9219879258183949e-04  1.8423737671859977e-04  7.1047771076600503e-08  1.1501161821016903e-07  1.5799463908593275e-04  4.7274999898851036e-16  7.1047769198631434e-08  -1.1501161806952633e-07  -1.9219879258036685e-04  -1.8423737672076273e-04
2.4999999999999898e+00  -3.2703190585311112e-03  1.0982072102114701e-03  9.8007746354094852e-07  2.4308730383020766e-06  2.7377238490221235e-03  1.1268965293786785e-14  9.8007742228757212e-07  -2.4308730085329368e-06  -3.2703190585497452e-03  -1.0982072102308912e-03  -1.8945366877530918e-04  1.8016601619980628e-04  4.1251217531694284e-08  1.1286450212869351e-07  1.5607832449284552e-04  6.9902849810039229e-16  4.1251216059811709e-08  -1.1286450503944977e-07  -1.8945366877476104e-04  -1.8016601619639530e-04
2.9999999999999800e+00  -3.0953922335508906e-03  1.0727017649056426e-03  1.0275715714733045e-06  2.3289937079278274e-06  2.6092444142424699e-03  -1.7105522049807795e-14  1.0275715905188038e-06  -2.3289937242837363e-06  -3.0953922335877977e-03  -1.0727017649057285e-03  -1.8651712222244454e-04  1.7895997076162665e-04  3.0585823918342011e-08  1.1163030413363974e-07  1.5401303138210822e-04  1.0771892690778309e-15  3.0585820868125724e-08  -1.1163030593219059e-07  -1.8651712222236231e-04  -1.7895997076022968e-04
3.4999999999999698e+00  -2.9004246973275351e-03  1.0411154466582113e-03  1.0694200815088336e-06  2.2158897945262436e-06  2.4665577228707648e-03  -3.0613317395932101e-14  1.0694200770192640e-06  -2.2158898127639951e-06  -2.9004246972872214e-03  -1.0411154467057648e-03  -1.8339236293738378e-04  1.8037567262742054e-04  4.2617827868091549e-08  1.1143148640440725e-07  1.5180908798561192e-04  6.8354764750033986e-16  4.2617827237159537e-08  -1.1143148615010303e-07  -1.8339236293588842e-04  -1.8037567262658305e-04
3.9999999999999600e+00  -2.6832591660971659e-03  1.0049120383970637e-03  1.1026271466812398e-06  2.0891971679358670e-06  2.3075836640410203e-03  -1.5591018669787633e-14  1.1026271245513407e-06  -2.0891971828495152e-06  -2.6832591661241903e-03  -1.0049120384100774e-03  -1.8004990194350122e-04  1.8199786650448764e-04  6.1454611122049700e-08  1.1154144681480004e-07  1.4943138872320789e-04  -1.3330922161243399e-16  6.1454612605239331e-08  -1.1154144949323069e-07  -1.8004990194260225e-04  -1.8199786650541111e-04
4.4999999999999503e+00  -2.4417045814131549e-03  9.6029764173278099e-04  1.1633891991716369e-06  1.9470056521824127e-06  2.1307891207874709e-03  -2.5133617314655222e-14  1.1633892084603958e-06  -1.9470056412799463e-06  -2.4417045814339637e-03  -9.6029764176772819e-04  -1.7644391581440321e-04  1.8221777512324389e-04  7.4188103523274408e-08  1.1126468932633429e-07  1.4686870637557750e-04  -1.3582062136148379e-15  7.4188103933887221e-08  -1.1126468977895598e-07  -1.7644391581712686e-04  -1.8221777512468000e-04
4.9999999999999396e+00  -2.1733147544537074e-03  9.1317150360124626e-04  1.1617826512396543e-06  1.7898621721121694e-06  1.9344222108663304e-03  -7.4081942023993680e-15  1.1617826278594892e-06  -1.7898622035764061e-06  -2.1733147544721210e-03  -9.1317150361755874e-04  -1.7254395311696845e-04  1.8103539112002064e-04  7.9206788835430397e-08  1.1041716804918083e-07  1.4407616199365819e-04  -1.0029494782289516e-15  7.9206790955642233e-08  -1.1041716819739927e-07  -1.7254395311552383e-04  -1.8103539112115257e-04
5.4999999999999298e+00  -1.8758737580787895e-03  8.5703133510497487e-04  1.1733910007985816e-06  1.6141499556009951e-06  1.7163380354967787e-03  5.3225873280224670e-14  1.1733909356007548e-06  -1.6141499095895299e-06  -1.8758737580556852e-03  -8.5703133510845451e-04  -1.6831811306829741e-04  1.7922134881346666e-04  8.0656909683420361e-08  1.0915187541733506e-07  1.4104585310324973e-04  1.4629614251797374e-15  8.0656917983262853e-08  -1.0915186873848642e-07  -1.6831811306699295e-04  -1.7922134881250072e-04
5.9999999999999201e+00  -1.5468574003807199e-03  7.9403411676816317e-04  1.1926418977427266e-06  1.4189585106482387e-06  1.4747570674391677e-03  -1.5699535448792171e-15  1.1926418192346197e-06  -1.4189584982847478e-06  -1.5468574003956975e-03  -7.9403411678064038e-04  -1.6372910437282456e-04  1.7736604699996748e-04  8.2971978492594138e-08  1.0769662663204638e-07  1.3776692937433554e-04  1.5672862381283133e-16  8.2971977556227828e-08  -1.0769662747671231e-07  -1.6372910437184064e-04  -1.7736604699938023e-04
